June 2022 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,82.8,5.3,126,77.5
CA-003,Alpine County,California,68.4,2.3,91,66.1
CA-005,Amador County,California,85.5,3.2,98,82.3
CA-007,Butte County,California,89,4.3,114,84.7
CA-009,Calaveras County,California,86.3,3.2,103,83.1
CA-011,Colusa County,California,92.3,3.9,115,88.4
CA-013,Contra Costa County,California,85.5,5.3,127,80.2
CA-015,Del Norte County,California,72.3,1.8,93,70.5
CA-017,El Dorado County,California,79.2,1.9,85,77.3
CA-019,Fresno County,California,84.9,4.1,114,80.8
CA-021,Glenn County,California,89.6,3.5,110,86.1
CA-023,Humboldt County,California,75.9,4,115,71.9
CA-025,Imperial County,California,106.2,4.6,116,101.6
CA-027,Inyo County,California,91.9,3.1,95,88.8
CA-029,Kern County,California,91.8,4.2,112,87.6
CA-031,Kings County,California,95.1,4.2,115,90.9
CA-033,Lake County,California,83.5,2.9,101,80.6
CA-035,Lassen County,California,74.7,1.1,72,73.6
CA-037,Los Angeles County,California,86.9,6.3,125,80.6
CA-039,Madera County,California,86.3,4.3,117,82
CA-041,Marin County,California,72.7,4.2,121,68.5
CA-043,Mariposa County,California,84,3.5,104,80.5
CA-045,Mendocino County,California,79.2,3.7,114,75.5
CA-047,Merced County,California,91.9,4.4,119,87.5
CA-049,Modoc County,California,75.1,2.8,91,72.3
CA-051,Mono County,California,73.2,2.3,89,70.9
CA-053,Monterey County,California,87.3,6.6,129,80.7
CA-055,Napa County,California,86.4,3.6,110,82.8
CA-057,Nevada County,California,78.1,2.4,88,75.7
CA-059,Orange County,California,82.2,5.3,125,76.9
CA-061,Placer County,California,79.6,2.2,88,77.4
CA-063,Plumas County,California,74,1.3,80,72.7
CA-065,Riverside County,California,99.1,5.4,121,93.7
CA-067,Sacramento County,California,92.6,5.2,122,87.4
CA-069,San Benito County,California,87.8,6.1,128,81.7
CA-071,San Bernardino County,California,98,4.4,114,93.6
CA-073,San Diego County,California,88.7,5.9,124,82.8
CA-075,San Francisco County,California,71.2,3.1,117,68.1
CA-077,San Joaquin County,California,92.5,5.9,124,86.6
CA-079,San Luis Obispo County,California,88.4,7.2,127,81.2
CA-081,San Mateo County,California,72.6,2.5,110,70.1
CA-083,Santa Barbara County,California,81.5,6.7,128,74.8
CA-085,Santa Clara County,California,82.3,4.6,124,77.7
CA-087,Santa Cruz County,California,77.2,4.1,123,73.1
CA-089,Shasta County,California,83.4,3.3,99,80.1
CA-091,Sierra County,California,73.1,1.8,84,71.3
CA-093,Siskiyou County,California,74.7,2.5,90,72.2
CA-095,Solano County,California,88.4,4.4,120,84
CA-097,Sonoma County,California,79.2,3.8,116,75.4
CA-099,Stanislaus County,California,90.4,4,116,86.4
CA-101,Sutter County,California,94.4,4.9,119,89.5
CA-103,Tehama County,California,86.8,3.4,103,83.4
CA-105,Trinity County,California,81.5,4.8,112,76.7
CA-107,Tulare County,California,82.8,3.8,110,79
CA-109,Tuolumne County,California,75.7,2.1,89,73.6
CA-111,Ventura County,California,81.8,6.2,125,75.6
CA-113,Yolo County,California,92.3,4,115,88.3
CA-115,Yuba County,California,89.5,4,107,85.5
