October 2019 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,75.1,1.9,93,73.2
CA-003,Alpine County,California,57.2,-0.1,68,57.3
CA-005,Amador County,California,73.9,0.7,77,73.2
CA-007,Butte County,California,75.6,1.2,84,74.4
CA-009,Calaveras County,California,74.8,0.8,79,74
CA-011,Colusa County,California,77.2,-0,64,77.2
CA-013,Contra Costa County,California,76.3,1.7,92,74.6
CA-015,Del Norte County,California,61.6,-1.2,43,62.8
CA-017,El Dorado County,California,68.1,-0.5,58,68.6
CA-019,Fresno County,California,70.8,0.2,76,70.6
CA-021,Glenn County,California,76.2,1,76,75.2
CA-023,Humboldt County,California,67.1,1.8,91,65.3
CA-025,Imperial County,California,88,-0.4,57,88.4
CA-027,Inyo County,California,73.2,-1.3,43,74.5
CA-029,Kern County,California,76.8,0.5,78,76.3
CA-031,Kings County,California,79.1,-0.1,65,79.2
CA-033,Lake County,California,72.9,0.7,73,72.2
CA-035,Lassen County,California,59.2,-3.1,33,62.3
CA-037,Los Angeles County,California,77.7,3,105,74.7
CA-039,Madera County,California,71.6,-0.1,71,71.7
CA-041,Marin County,California,72.4,4.2,117,68.2
CA-043,Mariposa County,California,71.6,0.6,80,71
CA-045,Mendocino County,California,70.9,0.7,74,70.2
CA-047,Merced County,California,77.6,0.5,73,77.1
CA-049,Modoc County,California,59,-2.8,30,61.8
CA-051,Mono County,California,59.2,-0.9,54,60.1
CA-053,Monterey County,California,78.9,3.2,107,75.7
CA-055,Napa County,California,77.6,2.3,93,75.3
CA-057,Nevada County,California,66.9,-0.5,63,67.4
CA-059,Orange County,California,81.7,5.1,120,76.6
CA-061,Placer County,California,68.3,-0.5,60,68.8
CA-063,Plumas County,California,60.5,-2.5,38,63
CA-065,Riverside County,California,82.9,0.5,73,82.4
CA-067,Sacramento County,California,79.6,1.7,89,77.9
CA-069,San Benito County,California,77.1,2.6,102,74.5
CA-071,San Bernardino County,California,78.9,-0.5,59,79.4
CA-073,San Diego County,California,80.6,3.3,105,77.3
CA-075,San Francisco County,California,72.2,3.9,122,68.3
CA-077,San Joaquin County,California,79.8,2.7,100,77.1
CA-079,San Luis Obispo County,California,79.1,4,113,75.1
CA-081,San Mateo County,California,74.4,4.7,126,69.7
CA-083,Santa Barbara County,California,77.1,4.9,121,72.2
CA-085,Santa Clara County,California,76.4,3.4,110,73
CA-087,Santa Cruz County,California,78.2,6.4,127,71.8
CA-089,Shasta County,California,69.2,-0.5,59,69.7
CA-091,Sierra County,California,60.9,-1.6,44,62.5
CA-093,Siskiyou County,California,60.2,-1.6,40,61.8
CA-095,Solano County,California,78.4,1.9,91,76.5
CA-097,Sonoma County,California,75.8,3.7,110,72.1
CA-099,Stanislaus County,California,78.1,1.5,86,76.6
CA-101,Sutter County,California,79.6,1.1,80,78.5
CA-103,Tehama County,California,73.2,0.4,72,72.8
CA-105,Trinity County,California,67,0.9,74,66.1
CA-107,Tulare County,California,68.2,-0.5,60,68.7
CA-109,Tuolumne County,California,65.6,0.4,79,65.2
CA-111,Ventura County,California,75.1,3.3,109,71.8
CA-113,Yolo County,California,79.4,1.3,82,78.1
CA-115,Yuba County,California,76.8,1.1,82,75.7
