May 2020 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,76.8,5.5,124,71.3
CA-003,Alpine County,California,60,3,100,57
CA-005,Amador County,California,75.9,2.6,90,73.3
CA-007,Butte County,California,79.6,3.7,103,75.9
CA-009,Calaveras County,California,77.1,3,96,74.1
CA-011,Colusa County,California,82.4,3,93,79.4
CA-013,Contra Costa County,California,79.2,5.6,124,73.6
CA-015,Del Norte County,California,64.4,0.9,75,63.5
CA-017,El Dorado County,California,70.3,2.2,88,68.1
CA-019,Fresno County,California,75.9,4.1,110,71.8
CA-021,Glenn County,California,79.9,2.9,93,77
CA-023,Humboldt County,California,68.6,3.3,102,65.3
CA-025,Imperial County,California,98.6,6,124,92.6
CA-027,Inyo County,California,83.6,4.7,114,78.9
CA-029,Kern County,California,82.6,4.4,110,78.2
CA-031,Kings County,California,86.8,4.1,110,82.7
CA-033,Lake County,California,73.4,1.8,82,71.6
CA-035,Lassen County,California,66.7,2.3,91,64.4
CA-037,Los Angeles County,California,79.2,6.1,124,73.1
CA-039,Madera County,California,76.5,3.7,108,72.8
CA-041,Marin County,California,68.7,4.4,120,64.3
CA-043,Mariposa County,California,74.9,3.7,106,71.2
CA-045,Mendocino County,California,70.5,2.2,88,68.3
CA-047,Merced County,California,83.6,4.2,115,79.4
CA-049,Modoc County,California,66.4,2.5,93,63.9
CA-051,Mono County,California,65.8,4.6,111,61.2
CA-053,Monterey County,California,78.3,4.7,120,73.6
CA-055,Napa County,California,78.7,4.1,115,74.6
CA-057,Nevada County,California,69.5,2.7,92,66.8
CA-059,Orange County,California,77.7,5.9,125,71.8
CA-061,Placer County,California,71,2.5,90,68.5
CA-063,Plumas County,California,65.8,2.1,88,63.7
CA-065,Riverside County,California,90.9,6.5,125,84.4
CA-067,Sacramento County,California,84.5,5,120,79.5
CA-069,San Benito County,California,78.1,4.5,120,73.6
CA-071,San Bernardino County,California,89.2,5.6,121,83.6
CA-073,San Diego County,California,81.7,6.4,125,75.3
CA-075,San Francisco County,California,69.9,5.1,126,64.8
CA-077,San Joaquin County,California,84.9,6,125,78.9
CA-079,San Luis Obispo County,California,79.1,5.5,120,73.6
CA-081,San Mateo County,California,71.1,5.2,124,65.9
CA-083,Santa Barbara County,California,75.5,6.8,126,68.7
CA-085,Santa Clara County,California,76,5.1,124,70.9
CA-087,Santa Cruz County,California,74.5,6.2,125,68.3
CA-089,Shasta County,California,73.4,2.2,86,71.2
CA-091,Sierra County,California,64.9,2.6,94,62.3
CA-093,Siskiyou County,California,65.8,2.1,82,63.7
CA-095,Solano County,California,81.2,4.5,118,76.7
CA-097,Sonoma County,California,73.1,3.8,117,69.3
CA-099,Stanislaus County,California,82.8,4.4,117,78.4
CA-101,Sutter County,California,85.5,4.6,113,80.9
CA-103,Tehama County,California,76.4,2.4,86,74
CA-105,Trinity County,California,69.9,2.5,85,67.4
CA-107,Tulare County,California,73.5,3.7,106,69.8
CA-109,Tuolumne County,California,67.7,3.3,102,64.4
CA-111,Ventura County,California,74.7,6,122,68.7
CA-113,Yolo County,California,83.3,3.7,109,79.6
CA-115,Yuba County,California,80.2,3.3,98,76.9
