January 2020 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,57.1,2.7,110,54.4
CA-003,Alpine County,California,43.3,4.3,111,39
CA-005,Amador County,California,53.4,1.6,88,51.8
CA-007,Butte County,California,54.8,3.6,106,51.2
CA-009,Calaveras County,California,54.1,1.9,97,52.2
CA-011,Colusa County,California,55.6,2.3,98,53.3
CA-013,Contra Costa County,California,56.6,3.1,112,53.5
CA-015,Del Norte County,California,45.1,0.6,69,44.5
CA-017,El Dorado County,California,50.3,1.9,95,48.4
CA-019,Fresno County,California,51.9,3,107,49
CA-021,Glenn County,California,54.7,2.8,101,51.9
CA-023,Humboldt County,California,49.5,2.2,88,47.3
CA-025,Imperial County,California,71,4.1,116,66.9
CA-027,Inyo County,California,56.1,4,112,52.1
CA-029,Kern County,California,57,2.4,100,54.6
CA-031,Kings County,California,57,2.7,101,54.3
CA-033,Lake County,California,52.4,1.2,75,51.2
CA-035,Lassen County,California,43,3.8,109,39.2
CA-037,Los Angeles County,California,62.3,4.6,111,57.7
CA-039,Madera County,California,52.3,2.8,103,49.5
CA-041,Marin County,California,56.3,2.9,104,53.4
CA-043,Mariposa County,California,52.3,2.4,98,49.9
CA-045,Mendocino County,California,52.4,0.9,73,51.5
CA-047,Merced County,California,56.9,3.5,107,53.4
CA-049,Modoc County,California,41.5,3.5,101,38
CA-051,Mono County,California,45,5.6,118,39.4
CA-053,Monterey County,California,60.7,2.3,98,58.4
CA-055,Napa County,California,57.3,3.7,113,53.6
CA-057,Nevada County,California,47.7,0.9,76,46.8
CA-059,Orange County,California,67.9,3.9,107,64
CA-061,Placer County,California,49.5,1.9,93,47.6
CA-063,Plumas County,California,43.8,3.1,98,40.7
CA-065,Riverside County,California,65.8,4,108,61.8
CA-067,Sacramento County,California,57.6,4,117,53.6
CA-069,San Benito County,California,57.2,2,95,55.2
CA-071,San Bernardino County,California,61.3,4.3,112,57
CA-073,San Diego County,California,66.1,5.1,114,61
CA-075,San Francisco County,California,57.4,2.8,110,54.6
CA-077,San Joaquin County,California,58.4,5.3,120,53.1
CA-079,San Luis Obispo County,California,60,2,93,58
CA-081,San Mateo County,California,57.8,1.9,101,55.9
CA-083,Santa Barbara County,California,61.6,3.3,106,58.3
CA-085,Santa Clara County,California,56.8,2.2,103,54.6
CA-087,Santa Cruz County,California,60.8,3.6,116,57.2
CA-089,Shasta County,California,47.7,0.6,62,47.1
CA-091,Sierra County,California,44.4,3.1,99,41.3
CA-093,Siskiyou County,California,42.1,2.1,89,40
CA-095,Solano County,California,57.8,4,117,53.8
CA-097,Sonoma County,California,57.3,3,107,54.3
CA-099,Stanislaus County,California,57.1,4.1,115,53
CA-101,Sutter County,California,56.9,3.3,110,53.6
CA-103,Tehama County,California,52.2,1.8,84,50.4
CA-105,Trinity County,California,45.8,1.9,83,43.9
CA-107,Tulare County,California,49.7,1.6,89,48.1
CA-109,Tuolumne County,California,48.8,3.3,108,45.5
CA-111,Ventura County,California,60.8,4.3,110,56.5
CA-113,Yolo County,California,57.7,3.8,112,53.9
CA-115,Yuba County,California,54.7,2.3,97,52.4
