December 2020 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,59.9,4.7,126,55.2
CA-003,Alpine County,California,44,3.1,104,40.9
CA-005,Amador County,California,55.8,3,110,52.8
CA-007,Butte County,California,58.6,6.2,126,52.4
CA-009,Calaveras County,California,56.7,3.6,115,53.1
CA-011,Colusa County,California,60,5.7,125,54.3
CA-013,Contra Costa County,California,59.6,5.1,126,54.5
CA-015,Del Norte County,California,49.6,4.3,122,45.3
CA-017,El Dorado County,California,52.5,2.9,109,49.6
CA-019,Fresno County,California,54,3.9,116,50.1
CA-021,Glenn County,California,59.4,6.5,123,52.9
CA-023,Humboldt County,California,51.9,4,124,47.9
CA-025,Imperial County,California,69.9,2.7,101,67.2
CA-027,Inyo County,California,55.8,3.2,108,52.6
CA-029,Kern County,California,59.5,4,114,55.5
CA-031,Kings County,California,59.6,4.2,114,55.4
CA-033,Lake County,California,56.6,4.8,120,51.8
CA-035,Lassen County,California,42.8,2.6,102,40.2
CA-037,Los Angeles County,California,63.2,4.2,115,59
CA-039,Madera County,California,54.3,3.5,113,50.8
CA-041,Marin County,California,59.7,5.2,126,54.5
CA-043,Mariposa County,California,55,3.7,112,51.3
CA-045,Mendocino County,California,55.9,4,118,51.9
CA-047,Merced County,California,57.1,3,103,54.1
CA-049,Modoc County,California,43.1,3.6,105,39.5
CA-051,Mono County,California,44.8,3.5,106,41.3
CA-053,Monterey County,California,64,4.3,120,59.7
CA-055,Napa County,California,60.4,5.8,124,54.6
CA-057,Nevada County,California,51.1,2.9,108,48.2
CA-059,Orange County,California,69.8,4.2,114,65.6
CA-061,Placer County,California,52.1,3.1,107,49
CA-063,Plumas County,California,44.4,2.5,103,41.9
CA-065,Riverside County,California,65.8,2.9,106,62.9
CA-067,Sacramento County,California,60,5.3,122,54.7
CA-069,San Benito County,California,60.4,3.9,113,56.5
CA-071,San Bernardino County,California,60.6,3,106,57.6
CA-073,San Diego County,California,66.2,3.7,110,62.5
CA-075,San Francisco County,California,60.2,4.5,126,55.7
CA-077,San Joaquin County,California,60.8,6.7,126,54.1
CA-079,San Luis Obispo County,California,64.5,5.5,125,59
CA-081,San Mateo County,California,60.5,3.7,123,56.8
CA-083,Santa Barbara County,California,65.5,6.1,124,59.4
CA-085,Santa Clara County,California,60.1,4.5,122,55.6
CA-087,Santa Cruz County,California,63.1,4.9,123,58.2
CA-089,Shasta County,California,51.6,3.6,108,48
CA-091,Sierra County,California,45.6,2.9,103,42.7
CA-093,Siskiyou County,California,44,3.1,110,40.9
CA-095,Solano County,California,60.5,5.7,125,54.8
CA-097,Sonoma County,California,60.3,5.2,125,55.1
CA-099,Stanislaus County,California,57.7,3.9,117,53.8
CA-101,Sutter County,California,60.5,5.6,125,54.9
CA-103,Tehama County,California,56.7,5.4,121,51.3
CA-105,Trinity County,California,48.1,3.9,120,44.2
CA-107,Tulare County,California,52.4,3.6,110,48.8
CA-109,Tuolumne County,California,50.7,3.6,111,47.1
CA-111,Ventura County,California,63,5.1,119,57.9
CA-113,Yolo County,California,60.6,5.7,123,54.9
CA-115,Yuba County,California,58.6,4.7,118,53.9
