November 2017 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,2.58,0.47,90,2.11
CA-003,Alpine County,California,7.7,3.9,115,3.8
CA-005,Amador County,California,7.35,3.36,112,3.99
CA-007,Butte County,California,9.49,4.14,108,5.35
CA-009,Calaveras County,California,6.24,2.42,103,3.82
CA-011,Colusa County,California,2.77,0.23,76,2.54
CA-013,Contra Costa County,California,2.73,0.67,94,2.06
CA-015,Del Norte County,California,13.35,1.46,86,11.89
CA-017,El Dorado County,California,10.63,5.6,118,5.03
CA-019,Fresno County,California,1.43,-0.43,61,1.86
CA-021,Glenn County,California,2.62,-0.44,68,3.06
CA-023,Humboldt County,California,10.53,1.41,89,9.12
CA-025,Imperial County,California,0,-0.21,1,0.21
CA-027,Inyo County,California,0.15,-0.33,45,0.48
CA-029,Kern County,California,0.2,-0.58,32,0.78
CA-031,Kings County,California,0.1,-0.56,21,0.66
CA-033,Lake County,California,6.45,1.31,87,5.14
CA-035,Lassen County,California,3.73,1.48,108,2.25
CA-037,Los Angeles County,California,0.07,-1.22,19,1.29
CA-039,Madera County,California,2.03,-0.31,68,2.34
CA-041,Marin County,California,5.1,0.71,84,4.39
CA-043,Mariposa County,California,3.79,0.36,83,3.43
CA-045,Mendocino County,California,8.68,2,93,6.68
CA-047,Merced County,California,0.7,-0.48,51,1.18
CA-049,Modoc County,California,3.13,1.03,105,2.1
CA-051,Mono County,California,2.59,1.11,112,1.48
CA-053,Monterey County,California,1.04,-0.92,52,1.96
CA-055,Napa County,California,4.4,0.86,87,3.54
CA-057,Nevada County,California,12.54,6.59,117,5.95
CA-059,Orange County,California,0.05,-1.14,16,1.19
CA-061,Placer County,California,11.12,5.77,116,5.35
CA-063,Plumas County,California,9.98,5.12,116,4.86
CA-065,Riverside County,California,0.02,-0.62,16,0.64
CA-067,Sacramento County,California,2.76,0.65,92,2.11
CA-069,San Benito County,California,0.6,-1.07,40,1.67
CA-071,San Bernardino County,California,0,-0.5,1,0.5
CA-073,San Diego County,California,0.03,-1.16,10,1.19
CA-075,San Francisco County,California,3.77,0.88,92,2.89
CA-077,San Joaquin County,California,1.58,0.06,78,1.52
CA-079,San Luis Obispo County,California,0.25,-1.28,25,1.53
CA-081,San Mateo County,California,3.86,0.7,91,3.16
CA-083,Santa Barbara County,California,0.08,-1.57,18,1.65
CA-085,Santa Clara County,California,2.55,0.09,79,2.47
CA-087,Santa Cruz County,California,4.05,0.48,85,3.57
CA-089,Shasta County,California,8.48,3.12,105,5.36
CA-091,Sierra County,California,11.69,6.33,117,5.36
CA-093,Siskiyou County,California,6.23,0.83,89,5.4
CA-095,Solano County,California,2.48,0.26,83,2.22
CA-097,Sonoma County,California,6.51,1.31,89,5.21
CA-099,Stanislaus County,California,1.21,-0.25,73,1.46
CA-101,Sutter County,California,2.65,0.41,90,2.24
CA-103,Tehama County,California,6.19,1.65,96,4.54
CA-105,Trinity County,California,9.18,1.33,90,7.85
CA-107,Tulare County,California,1.28,-0.65,61,1.93
CA-109,Tuolumne County,California,6.87,2.54,104,4.33
CA-111,Ventura County,California,0.13,-1.56,23,1.69
CA-113,Yolo County,California,2.33,0.09,78,2.24
CA-115,Yuba County,California,8.01,3.44,110,4.57
