September 2017 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.06,-0.16,66,0.22
CA-003,Alpine County,California,2.39,1.56,119,0.83
CA-005,Amador County,California,0.41,-0.14,82,0.55
CA-007,Butte County,California,0.41,-0.24,77,0.65
CA-009,Calaveras County,California,0.18,-0.29,64,0.47
CA-011,Colusa County,California,0.03,-0.24,48,0.27
CA-013,Contra Costa County,California,0.03,-0.16,52,0.19
CA-015,Del Norte County,California,1.42,-0.36,70,1.78
CA-017,El Dorado County,California,0.95,0.21,102,0.74
CA-019,Fresno County,California,0.45,0.06,99,0.39
CA-021,Glenn County,California,0.07,-0.31,54,0.38
CA-023,Humboldt County,California,0.97,-0.1,82,1.07
CA-025,Imperial County,California,0.2,-0.07,80,0.27
CA-027,Inyo County,California,0.31,0.03,92,0.28
CA-029,Kern County,California,0.32,0.14,103,0.18
CA-031,Kings County,California,0.07,-0.06,89,0.13
CA-033,Lake County,California,0.04,-0.45,39,0.49
CA-035,Lassen County,California,0.5,-0.13,76,0.63
CA-037,Los Angeles County,California,0.24,0.03,95,0.21
CA-039,Madera County,California,0.78,0.37,109,0.41
CA-041,Marin County,California,0.1,-0.2,63,0.3
CA-043,Mariposa County,California,0.91,0.39,106,0.52
CA-045,Mendocino County,California,0.21,-0.45,55,0.66
CA-047,Merced County,California,0.03,-0.13,60,0.16
CA-049,Modoc County,California,0.52,-0.17,68,0.69
CA-051,Mono County,California,0.91,0.38,107,0.53
CA-053,Monterey County,California,0.07,-0.13,77,0.2
CA-055,Napa County,California,0.04,-0.25,55,0.29
CA-057,Nevada County,California,0.89,0.09,91,0.8
CA-059,Orange County,California,0.1,-0.1,86,0.2
CA-061,Placer County,California,0.91,0.2,98,0.71
CA-063,Plumas County,California,1.04,0.2,95,0.84
CA-065,Riverside County,California,0.64,0.3,110,0.34
CA-067,Sacramento County,California,0.01,-0.21,29,0.22
CA-069,San Benito County,California,0.02,-0.18,47,0.2
CA-071,San Bernardino County,California,0.39,0.05,89,0.34
CA-073,San Diego County,California,0.19,-0.09,79,0.28
CA-075,San Francisco County,California,0.27,0.02,93,0.25
CA-077,San Joaquin County,California,0.01,-0.18,39,0.19
CA-079,San Luis Obispo County,California,0.26,0.08,103,0.18
CA-081,San Mateo County,California,0.15,-0.11,78,0.26
CA-083,Santa Barbara County,California,0.44,0.28,112,0.16
CA-085,Santa Clara County,California,0.1,-0.14,75,0.24
CA-087,Santa Cruz County,California,0.09,-0.19,69,0.28
CA-089,Shasta County,California,0.44,-0.43,64,0.87
CA-091,Sierra County,California,1.27,0.4,102,0.87
CA-093,Siskiyou County,California,0.45,-0.49,50,0.94
CA-095,Solano County,California,0.02,-0.18,50,0.2
CA-097,Sonoma County,California,0.13,-0.26,67,0.39
CA-099,Stanislaus County,California,0.03,-0.14,58,0.17
CA-101,Sutter County,California,0.01,-0.26,31,0.27
CA-103,Tehama County,California,0.33,-0.3,68,0.63
CA-105,Trinity County,California,0.85,-0.13,80,0.98
CA-107,Tulare County,California,0.58,0.21,104,0.37
CA-109,Tuolumne County,California,1.26,0.52,107,0.74
CA-111,Ventura County,California,0.12,-0.1,89,0.22
CA-113,Yolo County,California,0.01,-0.21,35,0.22
CA-115,Yuba County,California,0.19,-0.32,61,0.51
