February 2014 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,60.8,2.8,111,58
CA-003,Alpine County,California,45.1,4.7,114,40.4
CA-005,Amador County,California,57.6,2.2,97,55.4
CA-007,Butte County,California,59.4,3.5,106,55.9
CA-009,Calaveras County,California,58.4,2.6,103,55.8
CA-011,Colusa County,California,62.4,3.9,110,58.5
CA-013,Contra Costa County,California,61.5,2.9,110,58.6
CA-015,Del Norte County,California,51,2.8,100,48.2
CA-017,El Dorado County,California,53.1,2.3,96,50.8
CA-019,Fresno County,California,57.8,4.8,120,53
CA-021,Glenn County,California,60.4,4,108,56.4
CA-023,Humboldt County,California,53.9,2.9,102,51
CA-025,Imperial County,California,78.3,6.6,125,71.7
CA-027,Inyo County,California,62.7,6.4,121,56.3
CA-029,Kern County,California,64.7,6,124,58.7
CA-031,Kings County,California,66.2,5.3,121,60.9
CA-033,Lake County,California,56.3,2.4,92,53.9
CA-035,Lassen County,California,47.4,4.5,111,42.9
CA-037,Los Angeles County,California,66.9,7.2,125,59.7
CA-039,Madera County,California,58.3,4.7,120,53.6
CA-041,Marin County,California,58.8,2.1,100,56.7
CA-043,Mariposa County,California,56.2,3.1,107,53.1
CA-045,Mendocino County,California,55.8,1.4,78,54.4
CA-047,Merced County,California,64.1,4.7,121,59.4
CA-049,Modoc County,California,45.5,3.6,101,41.9
CA-051,Mono County,California,47.4,5.7,117,41.7
CA-053,Monterey County,California,63.8,3.6,113,60.2
CA-055,Napa County,California,60.7,2.9,105,57.8
CA-057,Nevada County,California,51.9,2.8,97,49.1
CA-059,Orange County,California,69.4,4.4,110,65
CA-061,Placer County,California,53.5,2.9,104,50.6
CA-063,Plumas County,California,48.2,4.5,112,43.7
CA-065,Riverside County,California,72.4,7,125,65.4
CA-067,Sacramento County,California,63.3,3.2,112,60.1
CA-069,San Benito County,California,61.7,4.5,117,57.2
CA-071,San Bernardino County,California,69.3,7.9,127,61.4
CA-073,San Diego County,California,69.8,7.1,125,62.7
CA-075,San Francisco County,California,59.2,1.3,88,57.9
CA-077,San Joaquin County,California,63.3,3.7,114,59.6
CA-079,San Luis Obispo County,California,64.8,5.4,119,59.4
CA-081,San Mateo County,California,60.3,2.3,103,58
CA-083,Santa Barbara County,California,64.6,6,119,58.6
CA-085,Santa Clara County,California,60.6,3.3,112,57.3
CA-087,Santa Cruz County,California,61.7,2.7,108,59
CA-089,Shasta County,California,53.7,2.7,96,51
CA-091,Sierra County,California,47.8,4.2,109,43.6
CA-093,Siskiyou County,California,47.2,3.1,101,44.1
CA-095,Solano County,California,62.7,3,107,59.7
CA-097,Sonoma County,California,59.7,2.1,95,57.6
CA-099,Stanislaus County,California,62.8,3.9,117,58.9
CA-101,Sutter County,California,63.5,3.4,109,60.1
CA-103,Tehama County,California,57,3,95,54
CA-105,Trinity County,California,51.3,3.1,97,48.2
CA-107,Tulare County,California,56,4.4,115,51.6
CA-109,Tuolumne County,California,51,3.2,103,47.8
CA-111,Ventura County,California,64.5,7.3,123,57.2
CA-113,Yolo County,California,63.3,3.6,110,59.7
CA-115,Yuba County,California,60.4,3,100,57.4
