City_ID,County,Rainfall (inches),Month,Year
1617,Tehama,1.76,April,2015
1618,Trinity,2.03,April,2015
1619,Tulare,0.87,April,2015
1620,Tuolumne,3.29,April,2015
1621,Ventura,0.32,April,2015
1622,Yolo,1.31,April,2015
1623,Yuba,2.75,April,2015
1624,Alameda,0.37,May,2015
1625,Alpine,2.99,May,2015
1626,Amador,1.39,May,2015
1627,Butte,0.29,May,2015
1628,Calaveras,1.18,May,2015
1629,Colusa,0.08,May,2015
1630,Contra Costa,0.2,May,2015
1631,Del Norte,0.68,May,2015
1632,El Dorado,1.96,May,2015
1633,Fresno,1.02,May,2015
1634,Glenn,0.25,May,2015
1635,Humboldt,0.38,May,2015
1636,Imperial,0.32,May,2015
1637,Inyo,0.73,May,2015
1638,Kern,0.5,May,2015
1639,Kings,0.28,May,2015
1640,Lake,0.21,May,2015
1641,Lassen,2.72,May,2015
1642,Los Angeles,0.72,May,2015
1643,Madera,0.91,May,2015
1644,Marin,0.12,May,2015
1645,Mariposa,1.26,May,2015
1646,Mendocino,0.27,May,2015
1647,Merced,0.34,May,2015
1648,Modoc,2.72,May,2015
1649,Mono,2.97,May,2015
1650,Monterey,0.39,May,2015
1651,Napa,0.15,May,2015
1652,Nevada,1.46,May,2015
1653,Orange,1.01,May,2015
1654,Placer,1.93,May,2015
1655,Plumas,1.89,May,2015
1656,Riverside,0.58,May,2015
1657,Sacramento,0.17,May,2015
1658,San Benito,0.68,May,2015
1659,San Bernardino,0.23,May,2015
1660,San Diego,1.39,May,2015
1661,San Francisco,0.11,May,2015
1662,San Joaquin,0.15,May,2015
1663,San Luis Obispo,0.18,May,2015
1664,San Mateo,0.28,May,2015
1665,Santa Barbara,0.33,May,2015
1666,Santa Clara,0.57,May,2015
1667,Santa Cruz,0.29,May,2015
1668,Shasta,1.5,May,2015
1669,Sierra,2.09,May,2015
1670,Siskiyou,2.09,May,2015
1671,Solano,0.09,May,2015
1672,Sonoma,0.18,May,2015
1673,Stanislaus,0.23,May,2015
1674,Sutter,0.03,May,2015
1675,Tehama,0.61,May,2015
1676,Trinity,1.23,May,2015
1677,Tulare,1.76,May,2015
1678,Tuolumne,2.7,May,2015
1679,Ventura,0.61,May,2015
1680,Yolo,0.1,May,2015
1681,Yuba,0.17,May,2015
1682,Alameda,0.27,June,2015
1683,Alpine,1.0,June,2015
1684,Amador,0.27,June,2015
1685,Butte,0.22,June,2015
1686,Calaveras,0.2,June,2015
1687,Colusa,0.02,June,2015
1688,Contra Costa,0.27,June,2015
1689,Del Norte,0.45,June,2015
1690,El Dorado,0.85,June,2015
1691,Fresno,0.18,June,2015
1692,Glenn,0.07,June,2015
1693,Humboldt,0.17,June,2015
1694,Imperial,0.06,June,2015
1695,Inyo,0.1,June,2015
1696,Kern,0.05,June,2015
1697,Kings,0.03,June,2015
1698,Lake,0.08,June,2015
1699,Lassen,0.74,June,2015
1700,Los Angeles,0.04,June,2015
1701,Madera,0.14,June,2015
1702,Marin,0.27,June,2015
1703,Mariposa,0.23,June,2015
1704,Mendocino,0.07,June,2015
1705,Merced,0.0,June,2015
1706,Modoc,0.54,June,2015
1707,Mono,0.88,June,2015
1708,Monterey,0.05,June,2015
1709,Napa,0.11,June,2015
1710,Nevada,0.63,June,2015
1711,Orange,0.02,June,2015
1712,Placer,0.77,June,2015
1713,Plumas,0.65,June,2015
1714,Riverside,0.05,June,2015
1715,Sacramento,0.1,June,2015
1716,San Benito,0.02,June,2015
1717,San Bernardino,0.06,June,2015
1718,San Diego,0.09,June,2015
1719,San Francisco,0.23,June,2015
1720,San Joaquin,0.1,June,2015
1721,San Luis Obispo,0.07,June,2015
1722,San Mateo,0.19,June,2015
1723,Santa Barbara,0.21,June,2015
1724,Santa Clara,0.07,June,2015
1725,Santa Cruz,0.06,June,2015
1726,Shasta,0.57,June,2015
1727,Sierra,0.76,June,2015
1728,Siskiyou,0.52,June,2015
1729,Solano,0.15,June,2015
1730,Sonoma,0.18,June,2015
1731,Stanislaus,0.02,June,2015
1732,Sutter,0.03,June,2015
1733,Tehama,0.33,June,2015
1734,Trinity,0.58,June,2015
1735,Tulare,0.09,June,2015
1736,Tuolumne,0.71,June,2015
1737,Ventura,0.19,June,2015
1738,Yolo,0.04,June,2015
1739,Yuba,0.07,June,2015
1740,Alameda,0.01,July,2015
1741,Alpine,1.81,July,2015
1742,Amador,0.18,July,2015
1743,Butte,0.06,July,2015
1744,Calaveras,0.08,July,2015
1745,Colusa,0.12,July,2015
1746,Contra Costa,0.02,July,2015
1747,Del Norte,0.64,July,2015
1748,El Dorado,0.43,July,2015
1749,Fresno,0.56,July,2015
1750,Glenn,0.18,July,2015
1751,Humboldt,0.38,July,2015
1752,Imperial,0.37,July,2015
1753,Inyo,1.12,July,2015
1754,Kern,0.5,July,2015
1755,Kings,0.08,July,2015
1756,Lake,0.17,July,2015
1757,Lassen,1.36,July,2015
1758,Los Angeles,0.36,July,2015
1759,Madera,0.51,July,2015
1760,Marin,0.07,July,2015
1761,Mariposa,0.66,July,2015
1762,Mendocino,0.24,July,2015
1763,Merced,0.01,July,2015
1764,Modoc,1.32,July,2015
1765,Mono,1.66,July,2015
1766,Monterey,0.13,July,2015
1767,Napa,0.06,July,2015
1768,Nevada,0.46,July,2015
1769,Orange,0.19,July,2015
1770,Placer,0.3,July,2015
1771,Plumas,0.94,July,2015
1772,Riverside,0.75,July,2015
1773,Sacramento,0.01,July,2015
1774,San Benito,0.03,July,2015
1775,San Bernardino,1.2,July,2015
1776,San Diego,0.72,July,2015
1777,San Francisco,0.06,July,2015
1778,San Joaquin,0.01,July,2015
1779,San Luis Obispo,0.13,July,2015
1780,San Mateo,0.05,July,2015
1781,Santa Barbara,0.14,July,2015
1782,Santa Clara,0.02,July,2015
1783,Santa Cruz,0.06,July,2015
1784,Shasta,0.46,July,2015
1785,Sierra,0.99,July,2015
1786,Siskiyou,1.03,July,2015
1787,Solano,0.02,July,2015
1788,Sonoma,0.08,July,2015
1789,Stanislaus,0.01,July,2015
1790,Sutter,0.01,July,2015
1791,Tehama,0.18,July,2015
1792,Trinity,0.76,July,2015
1793,Tulare,1.04,July,2015
1794,Tuolumne,0.93,July,2015
1795,Ventura,0.29,July,2015
1796,Yolo,0.02,July,2015
1797,Yuba,0.03,July,2015
1798,Alameda,0.02,August,2015
1799,Alpine,0.23,August,2015
1800,Amador,0.02,August,2015
1801,Butte,0.07,August,2015
1802,Calaveras,0.01,August,2015
1803,Colusa,0.06,August,2015
1804,Contra Costa,0.01,August,2015
1805,Del Norte,0.86,August,2015
1806,El Dorado,0.05,August,2015
1807,Fresno,0.02,August,2015
1808,Glenn,0.02,August,2015
1809,Humboldt,0.47,August,2015
1810,Imperial,0.02,August,2015
1811,Inyo,0.07,August,2015
1812,Kern,0.0,August,2015
1813,Kings,0.01,August,2015
1814,Lake,0.15,August,2015
1815,Lassen,0.05,August,2015
1816,Los Angeles,0.01,August,2015
1817,Madera,0.02,August,2015
1818,Marin,0.03,August,2015
1819,Mariposa,0.02,August,2015
1820,Mendocino,0.25,August,2015
1821,Merced,0.03,August,2015
1822,Modoc,0.12,August,2015
1823,Mono,0.24,August,2015
1824,Monterey,0.04,August,2015
1825,Napa,0.01,August,2015
1826,Nevada,0.1,August,2015
1827,Orange,0.01,August,2015
1828,Placer,0.06,August,2015
1829,Plumas,0.12,August,2015
1830,Riverside,0.06,August,2015
1831,Sacramento,0.02,August,2015
1832,San Benito,0.06,August,2015
1833,San Bernardino,0.1,August,2015
1834,San Diego,0.05,August,2015
1835,San Francisco,0.02,August,2015
1836,San Joaquin,0.04,August,2015
1837,San Luis Obispo,0.0,August,2015
1838,San Mateo,0.01,August,2015
1839,Santa Barbara,0.0,August,2015
1840,Santa Clara,0.1,August,2015
1841,Santa Cruz,0.06,August,2015
1842,Shasta,0.03,August,2015
1843,Sierra,0.18,August,2015
1844,Siskiyou,0.15,August,2015
1845,Solano,0.01,August,2015
1846,Sonoma,0.06,August,2015
1847,Stanislaus,0.01,August,2015
1848,Sutter,0.01,August,2015
1849,Tehama,0.04,August,2015
1850,Trinity,0.15,August,2015
1851,Tulare,0.0,August,2015
1852,Tuolumne,0.09,August,2015
1853,Ventura,0.0,August,2015
1854,Yolo,0.01,August,2015
1855,Yuba,0.03,August,2015
1856,Alameda,0.04,September,2015
1857,Alpine,0.39,September,2015
1858,Amador,0.07,September,2015
1859,Butte,0.27,September,2015
1860,Calaveras,0.04,September,2015
1861,Colusa,0.1,September,2015
1862,Contra Costa,0.04,September,2015
1863,Del Norte,1.05,September,2015
1864,El Dorado,0.11,September,2015
1865,Fresno,0.16,September,2015
1866,Glenn,0.23,September,2015
1867,Humboldt,0.62,September,2015
1868,Imperial,0.1,September,2015
1869,Inyo,0.04,September,2015
1870,Kern,0.18,September,2015
1871,Kings,0.01,September,2015
1872,Lake,0.72,September,2015
1873,Lassen,0.31,September,2015
1874,Los Angeles,1.0,September,2015
1875,Madera,0.28,September,2015
1876,Marin,0.27,September,2015
1877,Mariposa,0.13,September,2015
1878,Mendocino,0.93,September,2015
1879,Merced,0.01,September,2015
1880,Modoc,0.62,September,2015
1881,Mono,0.29,September,2015
1882,Monterey,0.04,September,2015
1883,Napa,0.28,September,2015
1884,Nevada,0.19,September,2015
1885,Orange,0.96,September,2015
1886,Placer,0.15,September,2015
1887,Plumas,0.27,September,2015
1888,Riverside,0.4,September,2015
1889,Sacramento,0.02,September,2015
1890,San Benito,0.03,September,2015
1891,San Bernardino,0.33,September,2015
1892,San Diego,0.91,September,2015
1893,San Francisco,0.08,September,2015
1894,San Joaquin,0.01,September,2015
1895,San Luis Obispo,0.05,September,2015
1896,San Mateo,0.04,September,2015
1897,Santa Barbara,0.1,September,2015
1898,Santa Clara,0.01,September,2015
1899,Santa Cruz,0.02,September,2015
1900,Shasta,0.71,September,2015
1901,Sierra,0.24,September,2015
1902,Siskiyou,0.48,September,2015
1903,Solano,0.05,September,2015
1904,Sonoma,0.62,September,2015
1905,Stanislaus,0.01,September,2015
1906,Sutter,0.04,September,2015
1907,Tehama,0.4,September,2015
1908,Trinity,0.76,September,2015
1909,Tulare,0.12,September,2015
1910,Tuolumne,0.18,September,2015
1911,Ventura,0.53,September,2015
1912,Yolo,0.06,September,2015
1913,Yuba,0.14,September,2015
1914,Alameda,0.08,October,2015
1915,Alpine,2.4,October,2015
1916,Amador,1.89,October,2015
1917,Butte,0.64,October,2015
1918,Calaveras,1.8,October,2015
1919,Colusa,0.07,October,2015
1920,Contra Costa,0.07,October,2015
1921,Del Norte,2.04,October,2015
1922,El Dorado,2.07,October,2015
1923,Fresno,1.16,October,2015
1924,Glenn,0.11,October,2015
1925,Humboldt,1.1,October,2015
1926,Imperial,0.17,October,2015
1927,Inyo,1.44,October,2015
1928,Kern,0.58,October,2015
1929,Kings,0.58,October,2015
1930,Lake,0.26,October,2015
1931,Lassen,1.08,October,2015
1932,Los Angeles,0.6,October,2015
1933,Madera,1.22,October,2015
1934,Marin,0.06,October,2015
1935,Mariposa,1.72,October,2015
1936,Mendocino,0.3,October,2015
1937,Merced,0.42,October,2015
1938,Modoc,0.91,October,2015
1939,Mono,1.43,October,2015
1940,Monterey,0.43,October,2015
1941,Napa,0.21,October,2015
1942,Nevada,1.64,October,2015
1943,Orange,0.38,October,2015
1944,Placer,1.83,October,2015
1945,Plumas,1.73,October,2015
1946,Riverside,0.76,October,2015
1947,Sacramento,0.3,October,2015
1948,San Benito,0.52,October,2015
1949,San Bernardino,0.9,October,2015
1950,San Diego,0.63,October,2015
1951,San Francisco,0.02,October,2015
1952,San Joaquin,0.22,October,2015
1953,San Luis Obispo,0.14,October,2015
1954,San Mateo,0.1,October,2015
1955,Santa Barbara,0.18,October,2015
1956,Santa Clara,0.28,October,2015
1957,Santa Cruz,0.1,October,2015
1958,Shasta,0.88,October,2015
1959,Sierra,1.81,October,2015
1960,Siskiyou,0.86,October,2015
1961,Solano,0.21,October,2015
1962,Sonoma,0.18,October,2015
1963,Stanislaus,0.39,October,2015
1964,Sutter,0.08,October,2015
1965,Tehama,0.62,October,2015
1966,Trinity,0.92,October,2015
1967,Tulare,2.45,October,2015
1968,Tuolumne,2.34,October,2015
1969,Ventura,0.29,October,2015
1970,Yolo,0.18,October,2015
1971,Yuba,0.49,October,2015
1972,Alameda,2.41,November,2015
1973,Alpine,4.68,November,2015
1974,Amador,5.26,November,2015
1975,Butte,3.8,November,2015
1976,Calaveras,5.26,November,2015
1977,Colusa,2.16,November,2015
1978,Contra Costa,1.86,November,2015
1979,Del Norte,8.15,November,2015
1980,El Dorado,5.25,November,2015
1981,Fresno,2.55,November,2015
1982,Glenn,1.54,November,2015
1983,Humboldt,5.43,November,2015
1984,Imperial,0.04,November,2015
1985,Inyo,0.16,November,2015
1986,Kern,0.76,November,2015
1987,Kings,0.79,November,2015
1988,Lake,2.42,November,2015
1989,Lassen,2.23,November,2015
1990,Los Angeles,0.29,November,2015
1991,Madera,3.05,November,2015
1992,Marin,1.84,November,2015
1993,Mariposa,4.23,November,2015
1994,Mendocino,3.54,November,2015
1995,Merced,2.34,November,2015
1996,Modoc,1.64,November,2015
1997,Mono,1.85,November,2015
1998,Monterey,3.07,November,2015
1999,Napa,1.68,November,2015
2000,Nevada,5.11,November,2015
2001,Orange,0.26,November,2015
2002,Placer,4.98,November,2015
2003,Plumas,3.96,November,2015
2004,Riverside,0.15,November,2015
2005,Sacramento,1.92,November,2015
2006,San Benito,3.39,November,2015
2007,San Bernardino,0.23,November,2015
2008,San Diego,0.88,November,2015
2009,San Francisco,1.66,November,2015
2010,San Joaquin,1.96,November,2015
2011,San Luis Obispo,1.36,November,2015
2012,San Mateo,2.42,November,2015
2013,Santa Barbara,0.73,November,2015
2014,Santa Clara,3.33,November,2015
2015,Santa Cruz,3.77,November,2015
2016,Shasta,2.54,November,2015
2017,Sierra,4.64,November,2015
2018,Siskiyou,2.22,November,2015
2019,Solano,1.59,November,2015
2020,Sonoma,2.01,November,2015
2021,Stanislaus,2.51,November,2015
2022,Sutter,2.36,November,2015
2023,Tehama,2.64,November,2015
2024,Trinity,2.69,November,2015
2025,Tulare,2.41,November,2015
2026,Tuolumne,5.17,November,2015
2027,Ventura,0.27,November,2015
2028,Yolo,1.83,November,2015
2029,Yuba,3.75,November,2015
2030,Alameda,3.52,December,2015
2031,Alpine,7.97,December,2015
2032,Amador,8.16,December,2015
2033,Butte,7.78,December,2015
2034,Calaveras,8.02,December,2015
2035,Colusa,3.15,December,2015
2036,Contra Costa,3.11,December,2015
2037,Del Norte,30.81,December,2015
2038,El Dorado,10.41,December,2015
2039,Fresno,3.21,December,2015
2040,Glenn,4.1,December,2015
2041,Humboldt,22.11,December,2015
2042,Imperial,0.07,December,2015
2043,Inyo,0.1,December,2015
2044,Kern,0.8,December,2015
2045,Kings,1.18,December,2015
2046,Lake,11.38,December,2015
2047,Lassen,4.56,December,2015
2048,Los Angeles,1.05,December,2015
2049,Madera,4.37,December,2015
2050,Marin,7.55,December,2015
2051,Mariposa,6.67,December,2015
2052,Mendocino,17.19,December,2015
2053,Merced,1.74,December,2015
2054,Modoc,5.1,December,2015
2055,Mono,2.03,December,2015
2056,Monterey,3.27,December,2015
2057,Napa,5.17,December,2015
2058,Nevada,11.46,December,2015
2059,Orange,0.79,December,2015
2060,Placer,10.15,December,2015
2061,Plumas,8.19,December,2015
2062,Riverside,0.44,December,2015
2063,Sacramento,2.22,December,2015
2064,San Benito,2.53,December,2015
2065,San Bernardino,0.27,December,2015
2066,San Diego,1.57,December,2015
2067,San Francisco,5.19,December,2015
2068,San Joaquin,2.22,December,2015
2069,San Luis Obispo,1.59,December,2015
2070,San Mateo,5.94,December,2015
2071,Santa Barbara,1.03,December,2015
2072,Santa Clara,4.79,December,2015
2073,Santa Cruz,6.64,December,2015
2074,Shasta,10.58,December,2015
2075,Sierra,9.88,December,2015
2076,Siskiyou,11.95,December,2015
2077,Solano,2.71,December,2015
2078,Sonoma,10.11,December,2015
2079,Stanislaus,2.47,December,2015
2080,Sutter,2.03,December,2015
2081,Tehama,7.4,December,2015
2082,Trinity,18.03,December,2015
2083,Tulare,3.34,December,2015
2084,Tuolumne,8.66,December,2015
2085,Ventura,0.78,December,2015
2086,Yolo,2.21,December,2015
2087,Yuba,7.11,December,2015
2088,Alameda,5.65,January,2016
2089,Alpine,8.29,January,2016
2090,Amador,9.96,January,2016
2091,Butte,14.46,January,2016
2092,Calaveras,9.56,January,2016
2093,Colusa,6.5,January,2016
2094,Contra Costa,6.44,January,2016
2095,Del Norte,19.64,January,2016
2096,El Dorado,11.92,January,2016
2097,Fresno,5.47,January,2016
2098,Glenn,8.9,January,2016
2099,Humboldt,19.71,January,2016
2100,Imperial,0.94,January,2016
2101,Inyo,1.02,January,2016
2102,Kern,2.49,January,2016
2103,Kings,2.39,January,2016
2104,Lake,14.73,January,2016
2105,Lassen,5.09,January,2016
2106,Los Angeles,3.47,January,2016
2107,Madera,6.12,January,2016
2108,Marin,10.73,January,2016
2109,Mariposa,8.08,January,2016
2110,Mendocino,16.86,January,2016
2111,Merced,4.66,January,2016
2112,Modoc,3.95,January,2016
2113,Mono,2.71,January,2016
2114,Monterey,6.92,January,2016
2115,Napa,9.59,January,2016
2116,Nevada,14.36,January,2016
2117,Orange,2.54,January,2016
2118,Placer,12.37,January,2016
2119,Plumas,11.63,January,2016
2120,Riverside,2.32,January,2016
2121,Sacramento,5.86,January,2016
2122,San Benito,5.78,January,2016
2123,San Bernardino,1.49,January,2016
2124,San Diego,4.03,January,2016
2125,San Francisco,7.46,January,2016
2126,San Joaquin,4.86,January,2016
2127,San Luis Obispo,5.29,January,2016
2128,San Mateo,8.05,January,2016
2129,Santa Barbara,5.22,January,2016
2130,Santa Clara,7.73,January,2016
2131,Santa Cruz,11.48,January,2016
2132,Shasta,13.62,January,2016
2133,Sierra,12.28,January,2016
2134,Siskiyou,10.96,January,2016
2135,Solano,6.71,January,2016
2136,Sonoma,12.73,January,2016
2137,Stanislaus,5.05,January,2016
2138,Sutter,5.42,January,2016
2139,Tehama,12.23,January,2016
2140,Trinity,19.74,January,2016
2141,Tulare,4.99,January,2016
2142,Tuolumne,9.76,January,2016
2143,Ventura,4.78,January,2016
2144,Yolo,5.95,January,2016
2145,Yuba,11.66,January,2016
2146,Alameda,0.84,February,2016
2147,Alpine,1.82,February,2016
2148,Amador,1.61,February,2016
2149,Butte,1.94,February,2016
2150,Calaveras,1.4,February,2016
2151,Colusa,0.83,February,2016
2152,Contra Costa,0.8,February,2016
2153,Del Norte,5.76,February,2016
2154,El Dorado,2.18,February,2016
2155,Fresno,1.2,February,2016
2156,Glenn,0.7,February,2016
2157,Humboldt,4.29,February,2016
2158,Imperial,0.01,February,2016
2159,Inyo,0.56,February,2016
2160,Kern,0.7,February,2016
2161,Kings,0.35,February,2016
2162,Lake,2.02,February,2016
2163,Lassen,1.07,February,2016
2164,Los Angeles,0.84,February,2016
2165,Madera,1.13,February,2016
2166,Marin,1.17,February,2016
2167,Mariposa,1.39,February,2016
2168,Mendocino,2.85,February,2016
2169,Merced,0.42,February,2016
2170,Modoc,0.89,February,2016
2171,Mono,1.01,February,2016
2172,Monterey,1.1,February,2016
2173,Napa,1.15,February,2016
2174,Nevada,2.29,February,2016
2175,Orange,0.39,February,2016
2176,Placer,2.12,February,2016
2177,Plumas,2.35,February,2016
2178,Riverside,0.17,February,2016
2179,Sacramento,0.89,February,2016
2180,San Benito,0.74,February,2016
2181,San Bernardino,0.25,February,2016
2182,San Diego,0.4,February,2016
2183,San Francisco,1.03,February,2016
2184,San Joaquin,0.68,February,2016
2185,San Luis Obispo,0.63,February,2016
2186,San Mateo,1.23,February,2016
2187,Santa Barbara,0.91,February,2016
2188,Santa Clara,1.24,February,2016
2189,Santa Cruz,1.16,February,2016
2190,Shasta,2.58,February,2016
2191,Sierra,2.38,February,2016
2192,Siskiyou,3.01,February,2016
2193,Solano,0.62,February,2016
2194,Sonoma,1.33,February,2016
2195,Stanislaus,0.63,February,2016
2196,Sutter,0.72,February,2016
2197,Tehama,1.6,February,2016
2198,Trinity,3.28,February,2016
2199,Tulare,1.95,February,2016
2200,Tuolumne,1.84,February,2016
2201,Ventura,1.2,February,2016
2202,Yolo,0.69,February,2016
2203,Yuba,1.67,February,2016
2204,Alameda,5.25,March,2016
2205,Alpine,6.74,March,2016
2206,Amador,7.88,March,2016
2207,Butte,12.92,March,2016
2208,Calaveras,8.43,March,2016
2209,Colusa,6.61,March,2016
2210,Contra Costa,5.64,March,2016
2211,Del Norte,13.98,March,2016
2212,El Dorado,10.64,March,2016
2213,Fresno,3.34,March,2016
2214,Glenn,7.06,March,2016
2215,Humboldt,14.58,March,2016
2216,Imperial,0.01,March,2016
2217,Inyo,0.29,March,2016
2218,Kern,1.09,March,2016
2219,Kings,1.18,March,2016
2220,Lake,14.0,March,2016
2221,Lassen,3.62,March,2016
2222,Los Angeles,1.93,March,2016
2223,Madera,4.57,March,2016
2224,Marin,9.7,March,2016
2225,Mariposa,7.28,March,2016
2226,Mendocino,15.39,March,2016
2227,Merced,3.06,March,2016
2228,Modoc,2.8,March,2016
2229,Mono,1.88,March,2016
2230,Monterey,4.83,March,2016
2231,Napa,9.62,March,2016
2232,Nevada,14.62,March,2016
2233,Orange,1.21,March,2016
2234,Placer,12.08,March,2016
2235,Plumas,11.99,March,2016
2236,Riverside,0.37,March,2016
2237,Sacramento,5.22,March,2016
2238,San Benito,4.14,March,2016
2239,San Bernardino,0.34,March,2016
2240,San Diego,1.16,March,2016
2241,San Francisco,7.2,March,2016
2242,San Joaquin,3.75,March,2016
2243,San Luis Obispo,3.38,March,2016
2244,San Mateo,8.73,March,2016
2245,Santa Barbara,2.95,March,2016
2246,Santa Clara,7.73,March,2016
2247,Santa Cruz,10.33,March,2016
2248,Shasta,11.39,March,2016
2249,Sierra,13.34,March,2016
2250,Siskiyou,9.13,March,2016
2251,Solano,5.91,March,2016
2252,Sonoma,12.23,March,2016
2253,Stanislaus,4.07,March,2016
2254,Sutter,6.8,March,2016
2255,Tehama,9.8,March,2016
2256,Trinity,14.97,March,2016
2257,Tulare,3.17,March,2016
2258,Tuolumne,8.84,March,2016
2259,Ventura,2.78,March,2016
2260,Yolo,6.69,March,2016
2261,Yuba,12.28,March,2016
2262,Alameda,1.94,April,2016
2263,Alpine,3.1,April,2016
2264,Amador,3.38,April,2016
2265,Butte,1.92,April,2016
2266,Calaveras,3.09,April,2016
2267,Colusa,0.79,April,2016
2268,Contra Costa,1.65,April,2016
2269,Del Norte,4.37,April,2016
2270,El Dorado,3.9,April,2016
2271,Fresno,1.94,April,2016
2272,Glenn,0.88,April,2016
2273,Humboldt,3.52,April,2016
2274,Imperial,0.26,April,2016
2275,Inyo,0.98,April,2016
2276,Kern,0.92,April,2016
2277,Kings,0.48,April,2016
2278,Lake,1.35,April,2016
2279,Lassen,1.79,April,2016
2280,Los Angeles,0.43,April,2016
2281,Madera,2.53,April,2016
2282,Marin,1.51,April,2016
2283,Mariposa,3.31,April,2016
2284,Mendocino,2.04,April,2016
2285,Merced,1.79,April,2016
2286,Modoc,1.3,April,2016
2287,Mono,1.98,April,2016
2288,Monterey,0.77,April,2016
2289,Napa,1.31,April,2016
2290,Nevada,3.18,April,2016
2291,Orange,0.29,April,2016
2292,Placer,3.4,April,2016
2293,Plumas,2.68,April,2016
2294,Riverside,0.74,April,2016
2295,Sacramento,1.51,April,2016
2296,San Benito,1.29,April,2016
2297,San Bernardino,0.83,April,2016
2298,San Diego,0.84,April,2016
2299,San Francisco,1.48,April,2016
2300,San Joaquin,2.15,April,2016
2301,San Luis Obispo,0.42,April,2016
2302,San Mateo,2.15,April,2016
2303,Santa Barbara,0.63,April,2016
2304,Santa Clara,2.14,April,2016
2305,Santa Cruz,1.68,April,2016
2306,Shasta,2.01,April,2016
2307,Sierra,3.17,April,2016
2308,Siskiyou,2.06,April,2016
2309,Solano,1.0,April,2016
2310,Sonoma,1.57,April,2016
2311,Stanislaus,1.94,April,2016
2312,Sutter,0.59,April,2016
2313,Tehama,2.07,April,2016
2314,Trinity,2.92,April,2016
2315,Tulare,1.75,April,2016
2316,Tuolumne,3.61,April,2016
2317,Ventura,0.56,April,2016
2318,Yolo,0.75,April,2016
2319,Yuba,1.44,April,2016
2320,Alameda,0.0,June,2016
2321,Alpine,0.05,June,2016
2322,Amador,0.01,June,2016
2323,Butte,0.52,June,2016
2324,Calaveras,0.01,June,2016
2325,Colusa,0.13,June,2016
2326,Contra Costa,0.0,June,2016
2327,Del Norte,0.61,June,2016
2328,El Dorado,0.03,June,2016
2329,Fresno,0.25,June,2016
2330,Glenn,0.45,June,2016
2331,Humboldt,0.3,June,2016
2332,Imperial,0.0,June,2016
2333,Inyo,0.27,June,2016
2334,Kern,0.0,June,2016
2335,Kings,0.03,June,2016
2336,Lake,0.26,June,2016
2337,Lassen,0.56,June,2016
2338,Los Angeles,0.01,June,2016
2339,Madera,0.23,June,2016
2340,Marin,0.03,June,2016
2341,Mariposa,0.18,June,2016
2342,Mendocino,0.46,June,2016
2343,Merced,0.0,June,2016
2344,Modoc,0.85,June,2016
2345,Mono,0.6,June,2016
2346,Monterey,0.01,June,2016
2347,Napa,0.01,June,2016
2348,Nevada,0.15,June,2016
2349,Orange,0.02,June,2016
2350,Placer,0.08,June,2016
2351,Plumas,0.62,June,2016
2352,Riverside,0.0,June,2016
2353,Sacramento,0.0,June,2016
2354,San Benito,0.0,June,2016
2355,San Bernardino,0.03,June,2016
2356,San Diego,0.0,June,2016
2357,San Francisco,0.01,June,2016
2358,San Joaquin,0.0,June,2016
2359,San Luis Obispo,0.0,June,2016
2360,San Mateo,0.01,June,2016
2361,Santa Barbara,0.0,June,2016
2362,Santa Clara,0.0,June,2016
2363,Santa Cruz,0.0,June,2016
2364,Shasta,1.67,June,2016
2365,Sierra,0.25,June,2016
2366,Siskiyou,1.15,June,2016
2367,Solano,0.0,June,2016
2368,Sonoma,0.15,June,2016
2369,Stanislaus,0.0,June,2016
2370,Sutter,0.01,June,2016
2371,Tehama,1.21,June,2016
2372,Trinity,0.89,June,2016
2373,Tulare,0.15,June,2016
2374,Tuolumne,0.2,June,2016
2375,Ventura,0.0,June,2016
2376,Yolo,0.01,June,2016
2377,Yuba,0.09,June,2016
2378,Alameda,0.24,May,2016
2379,Alpine,1.67,May,2016
2380,Amador,0.87,May,2016
2381,Butte,0.99,May,2016
2382,Calaveras,0.58,May,2016
2383,Colusa,0.8,May,2016
2384,Contra Costa,0.22,May,2016
2385,Del Norte,1.34,May,2016
2386,El Dorado,1.8,May,2016
2387,Fresno,0.64,May,2016
2388,Glenn,1.19,May,2016
2389,Humboldt,1.41,May,2016
2390,Imperial,0.05,May,2016
2391,Inyo,0.26,May,2016
2392,Kern,0.3,May,2016
2393,Kings,0.24,May,2016
2394,Lake,0.93,May,2016
2395,Lassen,2.05,May,2016
2396,Los Angeles,0.31,May,2016
2397,Madera,0.63,May,2016
2398,Marin,0.22,May,2016
2399,Mariposa,0.8,May,2016
2400,Mendocino,1.12,May,2016
2401,Merced,0.39,May,2016
2402,Modoc,2.12,May,2016
2403,Mono,1.25,May,2016
2404,Monterey,0.24,May,2016
2405,Napa,0.36,May,2016
2406,Nevada,2.09,May,2016
2407,Orange,0.25,May,2016
2408,Placer,2.18,May,2016
2409,Plumas,2.34,May,2016
2410,Riverside,0.13,May,2016
2411,Sacramento,0.48,May,2016
2412,San Benito,0.28,May,2016
2413,San Bernardino,0.15,May,2016
2414,San Diego,0.5,May,2016
2415,San Francisco,0.16,May,2016
2416,San Joaquin,0.29,May,2016
2417,San Luis Obispo,0.18,May,2016
2418,San Mateo,0.19,May,2016
2419,Santa Barbara,0.35,May,2016
