City_ID,Name,Admin unit,County,Acres burned,Lon,Lat,Date extinguished,Date created,Duration (days),Year extinguished,Year,Month created (num),Month
498,41 Fire,Madera County Fire Department,Madera,150.0,-119.79315,36.90967,2018-01-09,2017-05-17,237 days,2018,2017,5,May
499,Camp Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,225.0,-120.76464,35.34541,2018-01-09,2017-05-18,236 days,2018,2017,5,May
500,Elm Fire,CAL FIRE/Fresno County Fire,Fresno,10000.0,-120.37116,36.12089,2018-01-09,2017-05-18,236 days,2018,2017,5,May
501,City Fire,CAL FIRE/Fresno County Fire,Kings,20.0,-119.91508,35.983,2018-01-09,2017-05-18,236 days,2018,2017,5,May
502,Moraga Fire,CAL FIRE/Riverside County Fire,Riverside,14.0,-117.44148,33.97155,2018-01-09,2017-05-18,236 days,2018,2017,5,May
503,Manning Fire,CAL FIRE Fresno-Kings Unit,Fresno,70.0,-120.5828,36.60736,2018-01-09,2017-05-19,235 days,2018,2017,5,May
504,Taglio Fire,CAL FIRE Madera-Mariposa-Merced Unit,Merced,12.0,-121.07761,37.21812,2018-01-09,1969-12-31,17541 days,2018,1969,12,December
505,Range Fire,Department of Defense - Camp Roberts,San Luis Obispo,0.0,-120.80411,35.85253,2018-01-09,2017-05-19,235 days,2018,2017,5,May
506,Deluz Fire,Camp Pendleton Marine Base,San Diego,486.0,-117.32348,33.3906,2018-01-09,2017-05-19,235 days,2018,2017,5,May
507,Gate Fire,CAL FIRE San Diego Unit,San Diego,2056.0,-116.80527,32.65597,2018-01-09,2017-05-20,234 days,2018,2017,5,May
508,Rocky Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,17.0,-120.474,35.556667,2018-01-09,2017-05-20,234 days,2018,2017,5,May
509,Ming Fire,Kern County Fire,Kern,506.0,-118.85896,35.4605,2018-01-09,2017-05-20,234 days,2018,2017,5,May
510,Moreno Fire,CAL FIRE/Riverside County Fire,Riverside,10.0,-117.17773,33.94673,2018-01-09,2017-05-23,231 days,2018,2017,5,May
511,Wasioja Fire,Santa Barbara County,Santa Barbara,190.0,-119.8036,34.9465,2018-01-09,2017-05-20,234 days,2018,2017,5,May
512,Ribbonwood Fire,CAL FIRE San Diego Unit,San Diego,25.0,-116.29296,32.679,2018-01-09,2017-05-24,230 days,2018,2017,5,May
513,Bitterwater Fire,CAL FIRE San Benito-Monterey Unit,San Benito,21.0,-120.99552,36.35578,2018-01-09,2017-05-22,232 days,2018,2017,5,May
514,Smiley Fire,CAL FIRE/ Riverside County Fire,Riverside,35.0,-117.20507,33.96419,2018-01-09,2017-05-21,233 days,2018,2017,5,May
515,Range Fire,Camp Pendleton Marine Base,San Diego,1000.0,-117.39818,33.34988,2018-01-09,2017-05-25,229 days,2018,2017,5,May
516,Lamb Fire,CAL FIRE/Riverside County Fire,Riverside,120.0,-116.99651,33.88287,2018-01-09,2017-05-25,229 days,2018,2017,5,May
517,Champagne Fire,Kern County Fire Department,Kern,10.0,-118.35296,34.87128,2018-01-09,2017-05-28,226 days,2018,2017,5,May
518,Rusty Fire,CAL FIRE Fresno-Kings Unit,Fresno,16.0,-119.58292,36.96642,2018-01-09,2017-05-28,226 days,2018,2017,5,May
519,Serenas Fire,CAL FIRE Riverside Unit,Riverside,48.0,-116.07429,33.58577,2018-01-09,2017-05-28,226 days,2018,2017,5,May
520,Lombardi Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,15.0,-120.83484,38.19906,2018-01-09,2017-05-28,226 days,2018,2017,5,May
521,Panoche Fire,CAL FIRE Fresno-Kings Unit,Fresno,18.0,-120.7109,36.61332,2018-01-09,2017-05-28,226 days,2018,2017,5,May
522,Matz Fire,CAL FIRE San Bernardino Unit,San Bernardino,16.0,-116.55326,34.04412,2018-01-09,2017-05-29,225 days,2018,2017,5,May
523,Fountain Fire ,CAL FIRE Tulare Unit,Tulare,79.0,-119.00334,35.89423,2018-01-09,2017-05-31,223 days,2018,2017,5,May
524,Twenty Fire,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,10.0,-121.376,39.23205,2018-01-09,2017-05-29,225 days,2018,2017,5,May
525,Clay Fire,CAL FIRE Amador-El Dorado Unit,Sacramento,68.0,-121.11113,38.33707,2018-01-09,2017-06-01,222 days,2018,2017,6,June
526,Fairview Fire,CAL FIRE/Riverside County Fire,Riverside,26.0,-116.59719,33.94788,2018-01-09,2017-06-01,222 days,2018,2017,6,June
527,Elk Fire,Kern County Fire Department,Kern,16.0,-119.2877,35.188,2018-01-09,2017-06-02,221 days,2018,2017,6,June
528,Jones Fire,CAL FIRE Lassen-Modoc Unit,Modoc,42.0,-120.53443,41.38247,2018-01-09,2017-06-03,220 days,2018,2017,6,June
529,Vernon Fire,CAL FIRE / Riverside County Fire,Riverside,27.0,-116.96079,33.82165,2018-01-09,2017-06-03,220 days,2018,2017,6,June
530,5 Fire,Los Angeles County Fire Department,Los Angeles,25.0,-118.37539,34.29931,2018-01-09,2017-06-03,220 days,2018,2017,6,June
531,Creek Fire ,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",Kern,33.0,-118.4642,35.60633,2018-01-09,2017-06-04,219 days,2018,2017,6,June
532,Spring Fire ,CAL FIRE Tehama-Glenn Unit,Tehama,78.0,-122.13088,40.38944,2018-01-09,2017-06-04,219 days,2018,2017,6,June
533,River Fire,CAL FIRE Lassen-Modoc Unit,Lassen,67.0,-120.1064,40.03392,2018-01-09,2017-06-04,219 days,2018,2017,6,June
534,Shirleon Fire ,CAL FIRE/Riverside County Fire,Riverside,10.0,-116.88097,33.87107,2018-01-09,2017-06-04,219 days,2018,2017,6,June
535,Fish Fire,CAL FIRE Santa Clara Unit,Contra Costa,20.0,-122.2102,37.86549,2018-01-09,2017-06-05,218 days,2018,2017,6,June
536,Pine Fire,Kern County Fire,Kern,10.0,-118.796513,35.564124,2018-01-09,2017-06-05,218 days,2018,2017,6,June
537,Wilbur Fire,CAL FIRE/Butte County Fire,Butte,91.0,-121.64897,39.52499,2018-01-09,2017-06-06,217 days,2018,2017,6,June
538,Whitepine Fire,CAL FIRE Siskiyou Unit,Siskiyou,46.0,-122.4571,41.8721,2018-01-09,2017-06-06,217 days,2018,2017,6,June
539,Dinely Fire,CAL FIRE Tulare Unit,Tulare,339.0,-118.87676,36.45809,2018-01-09,2017-06-07,216 days,2018,2017,6,June
540,26 Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,157.0,-120.0193,37.12759,2018-01-09,2017-06-07,216 days,2018,2017,6,June
541,Bodfish Fire,Kern County Fire Department,Kern,206.0,-118.47939,35.59804,2018-01-09,2017-06-10,213 days,2018,2017,6,June
543,Breckenridge Fire,Kern County Fire Department,Kern,35.0,-118.84134,35.37351,2018-01-09,2017-06-09,214 days,2018,2017,6,June
544,Hog Fire,CAL FIRE San Benito-Monterey Unit,Monterey,14.0,-120.52508,35.80375,2018-01-09,2017-06-09,214 days,2018,2017,6,June
545,Oakwood Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,1417.0,-119.8011,37.0825,2018-01-09,2017-06-10,213 days,2018,2017,6,June
546,Wild Fire,CAL FIRE Fresno Unit / Fresno County Fire,Fresno,186.0,-120.405077,36.704679,2018-01-09,2017-06-11,212 days,2018,2017,6,June
547,Refuge Fire,Sonoma-Lake Napa Unit,Napa,22.0,-122.2654,38.68347,2018-01-09,2017-06-13,210 days,2018,2017,6,June
548,Pleyto Fire,CAL FIRE San Benito-Monterey Unit,Monterey,32.0,-120.983684,35.902149,2018-01-09,2017-06-11,212 days,2018,2017,6,June
549,Monterey Fire,CAL FIRE/Fresno County Fire,Fresno,450.0,-120.369347,36.616986,2018-01-09,2017-06-11,212 days,2018,2017,6,June
550,Tivy Fire,CALFIRE/Fresno County Fire,Fresno,76.0,-119.35901,36.8005,2018-01-09,2017-06-11,212 days,2018,2017,6,June
551,Red Fire,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,38.0,-120.45268,37.85137,2018-01-09,2017-06-11,212 days,2018,2017,6,June
552,Valley Fire,CAL FIRE / Riverside County Fire,Riverside,33.0,-116.972036,33.584036,2018-01-09,2017-06-13,210 days,2018,2017,6,June
553,Douglas Fire,MCI Camp Pendleton,San Diego,50.0,-117.29509,33.23281,2018-01-09,2017-06-13,210 days,2018,2017,6,June
554,King Fire,CAL FIRE Tulare Unit,Tulare,135.0,-118.74542,35.8556,2018-01-09,2017-06-13,210 days,2018,2017,6,June
555,Reed Fire,CAL FIRE / Riverside County Fire,Riverside,20.0,-116.85226,33.52584,2018-01-09,2017-06-13,210 days,2018,2017,6,June
556,Lucy Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,150.0,-120.3187,35.6871,2018-01-09,2017-06-14,209 days,2018,2017,6,June
557,Westfall Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,63.0,-120.0088,37.36914,2018-01-09,2017-06-15,208 days,2018,2017,6,June
558,Canyon Fire,CAL FIRE / Riverside County Fire,Riverside,105.0,-116.884446,33.950382,2018-01-09,2017-06-15,208 days,2018,2017,6,June
559,Nuevo Fire,CAL FIRE/Riverside County Fire,Riverside,28.0,-117.11659,33.79925,2018-01-09,2017-06-15,208 days,2018,2017,6,June
560,Skyway Fire,CAL FIRE / Butte County Fire,Butte,134.0,-121.75417,39.69717,2018-01-09,2017-06-16,207 days,2018,2017,6,June
561,Springs Fire,CAL FIRE/Riverside County Fire,Riverside,10.0,33.939428,117.138741,2018-01-09,2017-06-16,207 days,2018,2017,6,June
562,Shore Fire,CAL FIRE San Benito-Monterey Unit,Monterey,32.0,-120.93371,35.90092,2018-01-09,2017-06-16,207 days,2018,2017,6,June
563,Lake Fire,Unified Command LA County Fire and USFS,Los Angeles,850.0,-118.60703,34.55607,2018-01-09,2017-06-17,206 days,2018,2017,6,June
564,Bolla Fire,CAL FIRE Tehama-Glenn Unit,Tehama,60.0,-122.83208,40.32063,2018-01-09,2017-06-18,205 days,2018,2017,6,June
565,Lambs Fire,CAL FIRE / Riverside County Fire,Riverside,10.0,-116.9669,33.90965,2018-01-09,2017-06-18,205 days,2018,2017,6,June
566,Smiley Fire,CAL FIRE / Riverside County Fire,Riverside,153.0,-117.21314,33.98639,2018-01-09,2017-06-18,205 days,2018,2017,6,June
567,Road Fire,Madera County Fire,Madera,25.0,-119.95136,37.02081,2018-01-09,2017-06-18,205 days,2018,2017,6,June
568,Highway Fire,Sequoia National Forest,Kern,1522.0,-118.66733,35.53456,2018-01-09,2017-06-18,205 days,2018,2017,6,June
569,Trellis Fire,CAL FIRE / Riverside County Fire,Riverside,26.0,-117.31924,33.71025,2018-01-09,2017-06-18,205 days,2018,2017,6,June
570,Bogus Fire,CAL FIRE Siskiyou Unit,Siskiyou,56.0,-122.36545,41.93006,2018-01-09,2017-06-18,205 days,2018,2017,6,June
571,Toll Fire,Vallejo City Fire Department,Solano,39.0,-122.23004,38.07481,2018-01-09,2017-06-22,201 days,2018,2017,6,June
572,Holcomb Fire,San Bernardino National Forest,San Bernardino,1503.0,-116.826,34.2976,2018-01-09,2017-06-19,204 days,2018,2017,6,June
573,Evans Fire,USFS - Humboldt-Toiyabe National Forest,Sierra,168.0,-120.02325,39.71101,2018-01-09,2017-06-19,204 days,2018,2017,6,June
574,Orange Fire,CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,65.0,-120.68992,37.82934,2018-01-09,2017-06-21,202 days,2018,2017,6,June
575,Quimby Fire,CAL FIRE Santa Clara Unit,Santa Clara,54.0,-121.76323,37.33454,2018-01-09,2017-06-21,202 days,2018,2017,6,June
576,Highway Fire,CAL FIRE/Butte County Fire,Butte,21.0,-121.4143,39.364,2018-01-09,2017-06-22,201 days,2018,2017,6,June
577,Lone Fire,CAL FIRE / Butte County Fire,Butte,111.0,-121.5786,39.38416,2018-01-09,2017-06-22,201 days,2018,2017,6,June
578,Creek Fire,CAL FIRE / Fresno County Fire,Fresno,357.0,-120.65185,36.27306,2018-01-09,2017-06-23,200 days,2018,2017,6,June
579,Paskenta Fire,CAL FIRE Tehama-Glenn Unit,Tehama,42.0,-122.27379,40.10282,2018-01-09,2017-06-24,199 days,2018,2017,6,June
580,King Incident,Tulare County,Tulare,0.0,-119.50606,36.51912,2018-01-09,2017-06-23,200 days,2018,2017,6,June
581,Placerita Fire,LA County Fire Department,Los Angeles,760.0,-118.49343,34.37443,2018-01-09,2017-06-25,198 days,2018,2017,6,June
582,Black Fire,CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,36.0,-116.77342,33.1683,2018-01-09,2017-06-25,198 days,2018,2017,6,June
583,Manzanita Fire,CAL FIRE/Riverside County Fire,Riverside,6309.0,-116.594422,33.530045,2018-01-09,2017-06-26,197 days,2018,2017,6,June
584,King Fire,CAL FIRE Siskiyou Unit,Siskiyou,19.0,-122.645079,40.703775,2018-01-09,2017-06-26,197 days,2018,2017,6,June
585,Hill Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,1626.0,-120.4992,35.4025,2018-01-09,2017-06-26,197 days,2018,2017,6,June
586,Latrobe Fire,CAL FIRE Amador-El Dorado Unit,Sacramento,35.0,-120.92162,38.45822,2018-01-09,2017-06-27,196 days,2018,2017,6,June
587,Pine Fire,Marin County Fire Department,Marin,38.0,-122.65749,37.9775,2018-01-09,2017-06-27,196 days,2018,2017,6,June
588,Sloane Fire,CAL FIRE San Diego Unit,San Diego,25.0,-116.8516,32.7789,2018-01-09,2017-06-27,196 days,2018,2017,6,June
589,Mart Fire,USFS - San Bernardino National Forest ,San Bernardino,670.0,-117.17813,34.14575,2018-01-09,2017-06-27,196 days,2018,2017,6,June
590,Shore Fire,CAL FIRE Humboldt-Del Norte Unit,Del Norte,28.0,-124.19629,41.93323,2018-01-09,2017-06-26,197 days,2018,2017,6,June
591,Ranch Fire,CAL FIRE Santa Clara Unit,Santa Clara,85.0,-121.71752,37.3344,2018-01-09,2017-06-29,194 days,2018,2017,6,June
592,Alvarado Fire,CAL FIRE San Benito-Monterey,Monterey,15.0,-120.87492,35.947,2018-01-09,2017-06-28,195 days,2018,2017,6,June
593,Battle Fire,Modoc National Forest,Modoc,562.0,-121.29581,41.85763,2018-01-09,2017-06-28,195 days,2018,2017,6,June
594,Ben Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,558.0,-119.9646,37.3762,2018-01-09,2017-06-28,195 days,2018,2017,6,June
595, Cristianitos Fire,Camp Pendleton Marine Corps Base,San Diego,0.0,-117.58252,33.43513,2018-01-09,2017-06-28,195 days,2018,2017,6,June
596,Tarina Fire ,Kern County Fire,Kern,1200.0,-118.80123,35.38298,2018-01-09,2017-06-30,193 days,2018,2017,6,June
597,Lockwood Fire,CAL FIRE San Benito-Monterey Unit,Monterey,42.0,-121.08753,35.96275,2018-01-09,2017-06-29,194 days,2018,2017,6,June
598,Topanga Fire,Los Angeles County Fire Department,Los Angeles,55.0,-118.58624,34.03941,2018-01-09,2017-06-29,194 days,2018,2017,6,June
599,Stokes Fire,Los Angeles County Fire Department,Los Angeles,41.0,-118.70294,34.10446,2018-01-09,2017-06-29,194 days,2018,2017,6,June
600,Oak Fire,CAL FIRE Shasta-Trinity Unit,Shasta,128.0,-122.0122,40.69554,2018-01-09,2017-07-01,192 days,2018,2017,7,July
601,Brewer Fire,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,10.0,-121.06656,39.08382,2018-01-09,2017-07-02,191 days,2018,2017,7,July
602,Lisa Fire,CAL FIRE Riverside Unit,Riverside,11.0,-117.096233,33.913089,2018-01-09,2017-07-02,191 days,2018,2017,7,July
603,Desabla Fire,CAL FIRE Butte Unit,Butte,14.0,-121.6268,39.8629,2018-01-09,2017-07-02,191 days,2018,2017,7,July
604,Spring Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,225.0,-119.921,37.4591,2018-01-09,2017-07-02,191 days,2018,2017,7,July
605,Derrick Fire,CAL FIRE / Fresno County Fire,Fresno,1562.0,-120.620791,36.269125,2018-01-09,2017-07-02,191 days,2018,2017,7,July
606,Timber Fire,CAL FIRE / Riverside County Fire,Riverside,30.0,-117.25411,33.96896,2018-01-09,2017-07-03,190 days,2018,2017,7,July
607,Canyon Fire,CAL FIRE/Riverside County Fire Department ,Riverside,10.0,-116.99321,33.91806,2018-01-09,2017-07-03,190 days,2018,2017,7,July
608,Lago Fire,CAL FIRE/Riverside County Fire Department,Riverside,50.0,-117.16215,33.87739,2018-01-09,2017-07-03,190 days,2018,2017,7,July
609,Valley Fire,CAL FIRE San Benito-Monterey Unit,San Benito,34.0,-121.30983,36.85596,2018-01-09,2017-07-04,189 days,2018,2017,7,July
610,Silver Fire,CAL FIRE San Bernardino Unit / San Bernardino National Forest,San Bernardino,13.0,-117.3125,34.304722,2018-01-09,2017-07-04,189 days,2018,2017,7,July
611,Freedom Fire,CAL FIRE / Fresno County Fire,Fresno,57.0,-119.51592,36.81476,2018-01-09,2017-07-04,189 days,2018,2017,7,July
612,Jurupa Fire,CAL FIRE / Riverside County Fire,Riverside,35.0,-117.48405,33.99316,2018-01-09,2017-07-04,189 days,2018,2017,7,July
613,Lakeland Fire,CAL FIRE / Butte County Fire,Butte,18.0,-121.54722,39.53944,2018-01-09,2017-07-04,189 days,2018,2017,7,July
614,Grade Fire,Ventura County Fire Department,Ventura,50.0,-118.98603,34.20599,2018-01-09,2017-07-04,189 days,2018,2017,7,July
615,Klamath Fire,Klamath National Forest,Siskiyou,0.0,-122.73031,41.86609,2018-01-09,2017-07-04,189 days,2018,2017,7,July
616,Eagle Fire,CAL FIRE / Riverside County Fire,Riverside,205.0,-117.48195,33.85323,2018-01-09,2017-07-04,189 days,2018,2017,7,July
617,Globe Fire,CAL FIRE Tulare Unit,Tulare,21.0,-118.81979,36.10858,2018-01-09,2017-07-05,188 days,2018,2017,7,July
618,Fay Fire,CAL FIRE Siskiyou Unit,Siskiyou,496.0,-122.8428,41.3975,2018-01-09,2017-07-05,188 days,2018,2017,7,July
619,Axel Fire,CAL FIRE Amador-El Dorado Unit,El Dorado,74.0,-120.97111,38.7803,2018-01-09,2017-07-08,185 days,2018,2017,7,July
620,Lake Fire,CAL FIRE Tuolumne-Calaveras Unit,Stanislaus,62.0,-120.4925,37.64898,2018-01-09,2017-07-08,185 days,2018,2017,7,July
621,Auberry Fire,CAL FIRE/Fresno County Fire,Fresno,91.0,-119.65621,36.95104,2018-01-09,2017-07-05,188 days,2018,2017,7,July
622,Gold Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,22.0,-120.67848,38.20176,2018-01-09,2017-07-05,188 days,2018,2017,7,July
623,Winters Fire,CAL FIRE Sonoma-Lake-Napa Unit ,Yolo,1700.0,-122.0251,38.49521,2018-01-09,2017-07-06,187 days,2018,2017,7,July
624,Quail Fire,Kern County Fire,Kern,1626.0,-119.08312,35.59904,2018-01-09,2017-07-06,187 days,2018,2017,7,July
625,Alamo Fire,Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest,San Luis Obispo,28687.0,-120.3223,35.0179,2018-01-09,2017-07-06,187 days,2018,2017,7,July
626,Antelope Fire,Lassen National Forest,Lassen,0.0,-120.9643,40.6361,2018-01-09,2017-07-06,187 days,2018,2017,7,July
627,Hawk Fire,Kern County Fire Department,Kern,2940.0,-118.89627,35.77896,2018-01-09,2017-07-07,186 days,2018,2017,7,July
628,Salmon-August Complex ,CAL FIRE Siskiyou Unit / Klamath National Forest,Siskiyou,0.0,-123.474,41.841,2018-01-09,2017-06-25,198 days,2018,2017,6,June
629,Daulton Fire, CAL FIRE Madera-Mariposa-Merced Unit,Madera,90.0,-120.02027,37.09773,2018-01-09,2017-07-07,186 days,2018,2017,7,July
630,Christmas Fire,CAL FIRE / Riverside County Fire,Riverside,33.0,-117.314994,33.763304,2018-01-09,2017-07-07,186 days,2018,2017,7,July
631,Wall Fire,CAL FIRE Butte County Fire,Butte,6033.0,-121.41222,39.45352,2018-01-09,2017-07-07,186 days,2018,2017,7,July
632,Bryant Fire,Unified Command -  CAL FIRE San Bernardino Unit / Redlands Fire Department,San Bernardino,74.0,-117.06765,34.07612,2018-01-09,2017-07-07,186 days,2018,2017,7,July
633,Tower Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,58.0,-120.62825,35.346,2018-01-09,2017-07-07,186 days,2018,2017,7,July
634,Banderilla Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,36.0,-120.34802,37.65963,2018-01-09,2017-07-07,186 days,2018,2017,7,July
635,Deer Complex,CAL FIRE Santa Clara Unit,Contra Costa,231.0,-121.78677,37.87808,2018-01-09,2017-07-08,185 days,2018,2017,7,July
636,North Fire,CAL FIRE Shasta-Trinity Unit,Shasta,10.0,-122.38619,40.48972,2018-01-09,2017-07-15,178 days,2018,2017,7,July
637,Whittier Fire,Los Padres National Forest,Santa Barbara,18430.0,-119.9494,34.55096,2018-01-09,2017-07-08,185 days,2018,2017,7,July
638,Dode Fire,Modoc National Forest,Modoc,410.0,-121.30451,41.72163,2018-01-09,2017-07-13,180 days,2018,2017,7,July
639,Orleans Complex,Six Rivers National Forest,Siskiyou,27276.0,-123.501,41.59,2018-01-09,2017-07-26,167 days,2018,2017,7,July
640,Stone Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,340.0,-120.47322,35.42433,2018-01-09,2017-07-09,184 days,2018,2017,7,July
641,Willow Fire,CAL FIRE Santa Clara Unit,Contra Costa,370.0,-122.25544,38.02929,2018-01-09,2017-07-08,185 days,2018,2017,7,July
642,West Fire,CAL FIRE Nevada-Yuba-Placer Unit,Yuba,50.0,-121.303,39.06308,2018-01-09,2017-07-08,185 days,2018,2017,7,July
643,Rosado Fire,CAL FIRE Amador-El Dorado Unit,El Dorado,13.0,-121.06088,38.67474,2018-01-09,2017-07-12,181 days,2018,2017,7,July
644,Parkfield Fire,CAL FIRE San Benito-Monterey Unit,"Monterey, San Luis Obispo",1816.0,-120.57894,35.86949,2018-01-09,2017-07-08,185 days,2018,2017,7,July
645,Benson Fire,CAL FIRE Tehema-Glenn Unit,Tehama,29.0,-122.42606,40.29118,2018-01-09,2017-07-08,185 days,2018,2017,7,July
646,Garza Fire,CAL FIRE Fresno-Kings Unit,Kings,48660.0,-120.20014,35.93273,2018-01-09,2017-07-09,184 days,2018,2017,7,July
647,Honcut Fire,CAL FIRE / Butte County Fire,Butte,166.0,-121.53865,39.37192,2018-01-09,2017-07-10,183 days,2018,2017,7,July
648,Farad Fire,Humboldt-Toiyabe National Forest,Sierra,747.0,-120.027222,39.439722,2018-01-09,2017-07-10,183 days,2018,2017,7,July
649,Felipe Fire,CAL FIRE Santa Clara Unit,Santa Clara,70.0,-121.68562,37.25014,2018-01-09,2017-07-10,183 days,2018,2017,7,July
650,Rebie Fire,CAL FIRE Butte Unit ,Butte,10.0,-121.33785,39.50475,2018-01-09,2017-07-12,181 days,2018,2017,7,July
651,Mesa Fire,Santa Barbara County Fire,Santa Barbara,50.0,-120.13249,34.72379,2018-01-09,2017-07-17,176 days,2018,2017,7,July
652,Bridge Fire,"Unified Command: CAL FIRE San Bernardino-Inyo-Mono Unit, USFS - San Bernardino National Forest and City of Highland",San Bernardino,460.0,-117.10567,34.09773,2018-04-12,2017-07-14,272 days,2018,2017,7,July
653,Jennings Fire,"Unified Command: CAL FIRE San Diego Unit, Alpine Fire Protection District and  Lakeside Fire Protection District",San Diego,400.0,-116.85396,32.84796,2018-01-09,2017-07-11,182 days,2018,2017,7,July
654,Long Valley Fire,Bureau of Land Management,Lassen,83733.0,-120.14013,40.07045,2018-01-09,2017-07-11,182 days,2018,2017,7,July
655,Lariat Fire,San Jose Fire Department,Santa Clara,101.0,-121.8179,37.39801,2018-01-09,2017-07-11,182 days,2018,2017,7,July
656,Quail Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,59.0,-120.85322,38.18303,2018-01-09,2017-07-12,181 days,2018,2017,7,July
657,Washington Fire,CALFIRE / Riverside County Fire,Riverside,32.0,-117.07975,33.62613,2018-01-09,2017-07-13,180 days,2018,2017,7,July
658,Hidden Fire,San Bernardino National Forest,San Bernardino,46.0,-117.189,34.149,2018-01-09,2017-07-12,181 days,2018,2017,7,July
659,Spaletta Fire,Marin County Fire,Marin,35.0,-122.77846,38.08055,2018-01-09,2017-07-12,181 days,2018,2017,7,July
660,Navajo Fire,CAL FIRE / Riverside County Fire,Riverside,10.0,-117.24091,33.77896,2018-01-09,2017-07-13,180 days,2018,2017,7,July
661,Reservation Fire,Monterey County Regional Fire District,Monterey,40.0,-121.74826,36.66684,2018-01-09,2017-07-16,177 days,2018,2017,7,July
662,Grade Fire,CAL FIRE Mendocino Unit,Mendocino,900.0,-123.28825,39.30125,2018-01-09,2017-07-16,177 days,2018,2017,7,July
663,Detwiler Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,81826.0,-120.21321,37.61757,2018-01-09,2017-07-16,177 days,2018,2017,7,July
664,Range Fire,CAL FIRE Mendocino Unit,Mendocino,20.0,-123.10227,39.13207,2018-01-09,2017-07-17,176 days,2018,2017,7,July
665,Park Fire,CAL FIRE / Fresno County Fire,Fresno,1649.0,-120.55579,35.95911,2018-01-09,2017-07-17,176 days,2018,2017,7,July
666,Sand Fire,CAL FIRE Sonoma-Lake-Napa Unit,Colusa,70.0,-122.20127,39.01224,2018-01-09,2017-07-17,176 days,2018,2017,7,July
667,Maria Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,117.0,-120.62177,38.29113,2018-01-09,2017-07-17,176 days,2018,2017,7,July
668,Centerville Fire,CAL FIRE Lassen-Modoc Unit,Modoc,15.0,-120.56933,41.45589,2018-01-09,2017-07-17,176 days,2018,2017,7,July
669,Murphy Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,40.0,-122.62382,38.86056,2018-01-09,2017-07-17,176 days,2018,2017,7,July
670,Fox Fire,CAL FIRE Tulare Unit,Tulare,59.0,-118.78928,36.18815,2018-01-09,2017-07-17,176 days,2018,2017,7,July
671,I-5 Fire,Kings County,Kings,2312.0,-120.05404,36.05187,2018-01-09,2017-08-24,138 days,2018,2017,8,August
672,Sway Fire,Six Rivers National Forest,Humboldt,19.0,-123.57562,40.39799,2018-01-09,2017-08-01,161 days,2018,2017,8,August
673,Hudson Fire,Kern County Fire ,Kern,1083.0,-119.44751,34.94373,2018-01-09,2017-07-18,175 days,2018,2017,7,July
674,Laverne Fire,CAL FIRE Shasta-Trintiy Unit,Shasta,180.0,-122.43608,40.47106,2018-01-09,2017-07-18,175 days,2018,2017,7,July
675,Ellis Fire,CAL FIRE/Riverside County Fire,Riverside,72.0,-117.25075,33.75526,2018-01-09,2017-07-18,175 days,2018,2017,7,July
676,Hogback Fire,CAL FIRE Tulare Unit,Tulare,58.0,-118.99944,36.64404,2018-01-09,2017-07-18,175 days,2018,2017,7,July
677,Creek Fire,City of Orland Fire Department,Glenn,0.0,-122.17657,39.75425,2018-01-09,2017-07-19,174 days,2018,2017,7,July
678,Roadrunner Fire,CAL FIRE Tulare Unit,Tulare,2289.0,-118.94252,36.0226,2018-01-09,2017-07-30,163 days,2018,2017,7,July
679,Clear Complex (merged into Eclipse Complex),Klamath National Forest,Siskiyou,0.0,-123.508,41.702,2018-01-09,2017-07-25,168 days,2018,2017,7,July
680,Twist Fire,CAL FIRE Tuolumne-Calaveras Unit ,Tuolumne,124.0,-120.36005,37.90014,2018-01-09,2017-07-30,163 days,2018,2017,7,July
681,Gorman Fire,Los Angles County Fire Department,Los Angeles,135.0,-118.851943,34.792882,2018-01-09,2017-07-28,165 days,2018,2017,7,July
682,Placentia Fire,Riverside County Fire Department,Riverside,63.0,-117.18552,33.81976,2018-01-09,2017-07-28,165 days,2018,2017,7,July
