City_ID,Name,Admin unit,County,Acres burned,Lon,Lat,Date extinguished,Date created,Duration (days),Year extinguished,Year,Month created (num),Month
0, Bridge Fire, Shasta-Trinity National Forest ,Shasta,37.0,-122.309,40.774,2018-01-09,2017-10-31,70 days,2018,2017,10,October
1,Pala Fire,CAL FIRE San Diego Unit,San Diego,122.0,1.0,1.0,2009-05-25,2009-05-24,1 days,2009,2009,5,May
2,River Fire,CAL FIRE San Bernardino Unit,Inyo,407.0,-118.01651,36.602575,2013-02-28,2013-02-24,4 days,2013,2013,2,February
3,Fawnskin Fire,San Bernardino National Forest,San Bernardino,30.0,-116.941311,34.288877,2013-04-22,2013-04-20,2 days,2013,2013,4,April
4,Gold Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,274.0,-119.635004,37.116295,2013-05-01,2013-04-30,1 days,2013,2013,4,April
5,Panther Fire,CAL FIRE Butte Unit,Tehama,6896.0,-121.595555,40.190062,2013-05-09,2013-05-01,8 days,2013,2013,5,May
6,Silverado Fire,CAL FIRE Sonoma-Lake-Napa Unit,Napa,75.0,-122.350844,38.441792,2013-05-01,2013-04-30,1 days,2013,2013,4,April
7,Yellow Fire,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,125.0,-122.655616,38.638828,2013-05-03,2013-05-01,2 days,2013,2013,5,May
8,Summit Fire,CAL FIRE/Riverside County Fire ,Riverside,2956.0,-116.941311,34.288877,2013-05-04,2013-05-01,3 days,2013,2013,5,May
9,Tres Pinos Fire,CAL FIRE San Benito-Monterey ,San Benito,354.0,-120.937494,37.160346,2013-05-03,2013-05-03,0 days,2013,2013,5,May
10,306 Fire,CAL FIRE Tehama-Glenn Unit,Glenn,217.0,-122.560862,39.514139,2013-05-05,2013-05-01,4 days,2013,2013,5,May
11,Lytle Fire,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit",San Bernardino,75.0,-117.4408,34.1834,2013-05-15,2013-05-13,2 days,2013,2013,5,May
12,Gorgonio Fire,CAL FIRE/Riverside County Fire,Riverside,650.0,-116.855019,33.894055,2013-05-05,2013-05-04,1 days,2013,2013,5,May
13,Grand Fire,CAL FIRE / USFS Los Padres National Forest,"Kern, Ventura",4346.0,-118.9411,34.7861,2013-05-21,2013-05-15,6 days,2013,2013,5,May
14,54 Fire,CAL FIRE Riverside Unit,Riverside,40.0,-116.161201,33.655638,2013-05-17,2013-05-16,1 days,2013,2013,5,May
15,Lake Fire,CAL FIRE/Los Angeles County ,Los Angeles,712.0,-118.610044,34.49149,2013-05-18,2013-05-17,1 days,2013,2013,5,May
16,Lilly 2 Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,91.0,-119.7917,37.1927,2013-05-20,2013-05-19,1 days,2013,2013,5,May
17,Cottontail Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,35.0,-120.91375,35.49864,2013-05-20,2013-05-20,0 days,2013,2013,5,May
18,Cherry Fire,CAL FIRE Riverside Unit,Riverside,25.0,-116.907213,33.96201,2013-05-20,2013-05-20,0 days,2013,2013,5,May
19,Water Fire,CAL FIRE/Riverside County Fire ,Riverside,90.0,-116.6534,33.9582,2013-05-21,2013-05-21,0 days,2013,2013,5,May
20,Shelton Fire,CAL FIRE Tuolumne-Calaveras Unit ,San Joaquin,303.0,-120.90325,38.04993,2013-05-30,2013-05-30,0 days,2013,2013,5,May
21,Border Fire,CAL FIRE San Diego Unit,San Diego,100.0,-116.900368,32.564465,2013-05-23,2013-05-22,1 days,2013,2013,5,May
22,San Felipe Fire,CAL FIRE San Diego Unit,San Diego,2650.0,-116.52579,33.12111,2013-05-26,2013-05-23,3 days,2013,2013,5,May
23,Homestead Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,50.0,-120.6368,35.5123,2013-05-25,2013-05-25,0 days,2013,2013,5,May
24,Smiley Fire,CAL FIRE/Riverside County Fire,Riverside,124.0,-117.187934,33.963591,2013-05-25,2013-05-25,0 days,2013,2013,5,May
25,General Fire,CAL FIRE San Diego Unit,San Diego,2500.0,-116.5209,33.04458,2013-05-31,2013-05-26,5 days,2013,2013,5,May
26,White Fire,USFS Los Padres National Forest,Santa Barbara,1984.0,-119.82429,34.55048,2013-05-30,2013-05-27,3 days,2013,2013,5,May
27,Magic Fire,Los Angeles County Fire Department,Los Angeles,149.0,-118.58688,34.419284,2013-05-29,2013-05-28,1 days,2013,2013,5,May
28,Olive Fire,Santa Barbara County Fire,Santa Barbara,170.0,-120.074655,34.611824,2013-05-29,2013-05-28,1 days,2013,2013,5,May
29,Branch Fire,Los Padres National Forest,San Luis Obispo,500.0,-120.05131,35.15832,2013-06-03,2013-06-01,2 days,2013,2013,6,June
30,Murphy Fire,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,100.0,-120.33313,37.91529,2013-06-02,2013-06-02,0 days,2013,2013,6,June
31,Lone Fire,CAL FIRE Butte Unit,Butte,298.0,-121.576804,39.434183,2013-06-03,2013-06-03,0 days,2013,2013,6,June
32,Hathaway Fire,USFS San Bernardino National Forest,Riverside,0.0,-116.84137,33.99647,2013-06-09,2013-06-09,0 days,2013,2013,6,June
33,Sonoma-Lake-Napa Unit Lightning Fires,CAL FIRE Sonoma-Lake-Napa Unit,"Sonoma, Solano, Lake, Colusa",28.0,-122.0437,38.4229,2013-06-14,2013-06-10,4 days,2013,2013,6,June
34,152 Fire,CAL FIRE Madera-Mariposa-Merced Unit,Merced,124.0,-121.006939,37.03776,2013-06-05,2013-06-04,1 days,2013,2013,6,June
35,Lake Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,30.0,-122.703193,38.99233,2013-06-06,2013-06-05,1 days,2013,2013,6,June
36,Powerhouse Fire,USFS Angeles National Forest/Los Angeles County/CAL FIRE,Los Angeles,30274.0,-118.423176,34.585595,2013-06-08,2013-05-30,9 days,2013,2013,5,May
37,Vasco Fire,CAL FIRE Santa Clara Unit,Alameda,240.0,-121.737213,37.775057,2013-06-08,2013-06-08,0 days,2013,2013,6,June
38,Viper Fire,CAL FIRE/Riverside County Fire,Riverside,42.0,-117.1265,33.96936,2013-06-08,2013-06-08,0 days,2013,2013,6,June
40,Roadrunner Fire,CAL FIRE Amador-El Dorado Unit,Amador,96.0,-120.966016,38.27783,2013-06-13,2013-06-12,1 days,2013,2013,6,June
41,Revis Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,75.0,-119.75636,37.169379,2013-06-14,2013-06-12,2 days,2013,2013,6,June
42,Clinton Fire,CAL FIRE/Fresno County Fire,Fresno,108.0,-119.628389,36.772425,2013-06-13,2013-06-13,0 days,2013,2013,6,June
43,Carstens Fire,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,Mariposa,1708.0,-119.91071,37.58202,2013-06-26,2013-06-16,10 days,2013,2013,6,June
44,PFE Fire,CAL FIRE/Placer County Fire,Placer,237.0,-121.380862,38.729297,2013-06-13,2013-06-13,0 days,2013,2013,6,June
45,Michelle Fire,CAL FIRE/Fresno County Fire,Fresno,35.0,-119.558244,36.763367,2013-06-13,2013-06-13,0 days,2013,2013,6,June
46,Palmyrita Fire,CAL FIRE/Riverside County Fire,Riverside,40.0,-117.302057,34.001745,2013-06-15,2013-06-14,1 days,2013,2013,6,June
47,Rolling Fire,CAL FIRE Madera-Mariposa-Merced Unit,Madera,480.0,-119.78106,37.015575,2013-06-18,2013-06-16,2 days,2013,2013,6,June
48,California Fire,CAL FIRE Sanoma-Lake-Napa Unit,Solano,124.0,-122.13802,38.08744,2013-06-18,2013-06-18,0 days,2013,2013,6,June
49,Sierra Fire,CAL FIRE/Fresno County Fire,Fresno,46.0,-119.463757,37.03087,2013-06-19,2013-06-17,2 days,2013,2013,6,June
50,George Fire,CAL FIRE/Fresno County Fire,Fresno,150.0,-119.2248,36.7218,2013-06-25,2013-06-25,0 days,2013,2013,6,June
51,Mount Fire,CAL FIRE Sanoma-Lake-Napa Unit,Lake,25.0,-122.81796,38.98058,2013-06-20,2013-06-20,0 days,2013,2013,6,June
52,Mills Fire,CAL FIRE San Bernardino Unit/ City of Redlands/San Bernardino Sheriff,San Bernardino,534.0,-117.048397,34.071556,2013-07-01,2013-06-28,3 days,2013,2013,6,June
53,Concord Fire,CAL FIRE Santa Clara Unit,Contra Costa,274.0,-121.74367,39.90465,2013-07-01,2013-07-01,0 days,2013,2013,7,July
54,Freeman Fire,CAL FIRE San Benito-Monterey Unit ,Monterey,105.0,-120.8973,36.1531,2013-06-29,2013-06-29,0 days,2013,2013,6,June
55,Kirker Fire,CAL FIRE Santa Clara Unit,Contra Costa,492.0,-121.91453,37.96866,2013-07-01,2013-07-01,0 days,2013,2013,7,July
57,Fox Fire (formally 3-7 Fire),CAL FIRE Lassen-Modoc Unit,Modoc,502.0,-121.035,41.2415,2013-07-05,2013-07-03,2 days,2013,2013,7,July
58,Vina Fire,CAL FIRE Tehama-Glenn Unit,Tehama,200.0,-122.079871,40.012398,2013-07-04,2013-07-04,0 days,2013,2013,7,July
59,Grant Fire,CAL FIRE Santa Clara Unit,Alameda,50.0,-121.5869,37.7393,2013-07-04,2013-07-04,0 days,2013,2013,7,July
60,Fallon Fire,CAL FIRE Santa Clara Unit / Alameda County Fire,Alameda,38.0,-121.86216,37.74241,2013-07-06,2013-07-06,0 days,2013,2013,7,July
61,Chariot Fire,CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,7055.0,-116.47381,32.95435,2013-07-15,2013-07-06,9 days,2013,2013,7,July
62,Adelaida Fire,CAL FIRE San Luis Obispo,San Luis Obispo,85.0,-120.83417,35.62743,2013-07-07,2013-07-07,0 days,2013,2013,7,July
63,McGanney Fire,CAL FIRE Nevada-Placer-Yuba Unit,Yuba,73.0,-121.31634,39.206,2013-07-08,2013-07-08,0 days,2013,2013,7,July
64,Fiddler Fire,CAL FIRE Shasta-Trinity Unit,Shasta,43.0,-122.7338,40.373,2013-07-09,2013-07-09,0 days,2013,2013,7,July
65,Kyburz Fire,Eldorado National Forest,El Dorado,572.0,-120.298,38.774,2013-07-11,2013-07-08,3 days,2013,2013,7,July
66,Uvas Fire,CAL FIRE Santa Clara Unit,Santa Clara,50.0,-121.7804,37.1438,2013-07-12,2013-07-12,0 days,2013,2013,7,July
67,Diablo Fire,CAL FIRE Santa Clara Unit,Stanislaus,150.0,-121.1955,37.436,2013-07-13,2013-07-12,1 days,2013,2013,7,July
68,Mountain Fire,CAL FIRE Riverside Unit / San Bernardino National Forest,Riverside,27531.0,-116.72885,33.7095,2013-07-30,2013-07-15,15 days,2013,2013,7,July
69,Orleans Complex,Six Rivers National Forest,Humboldt,0.0,-123.376,41.333,2013-08-03,2013-08-03,0 days,2013,2013,8,August
70,Silverwood Fire,San Bernardino County Fire,San Bernardino,75.0,-117.352,34.316,2013-07-26,2013-07-25,1 days,2013,2013,7,July
71,Flume Fire,CAL FIRE San Diego Unit,San Diego,25.0,-116.707335,32.612773,2013-07-28,2013-07-28,0 days,2013,2013,7,July
72,Aspen Fire,Sierra National Forest,Fresno,22992.0,-119.318,37.279,2013-09-24,2013-07-22,64 days,2013,2013,7,July
73,Salmon River Complex,Klamath National Forest,Siskiyou,14754.0,-123.176,41.32,2013-08-31,2013-07-31,31 days,2013,2013,7,July
74,Branch Fire,CAL FIRE Butte Unit,Butte,92.0,-121.50354,39.6612,2013-08-04,2013-08-01,3 days,2013,2013,8,August
75,Redlands Fire,CAL FIRE / Riverside County Fire,Riverside,150.0,-117.164997,33.990128,2013-07-17,2013-07-16,1 days,2013,2013,7,July
76,Relay Fire,CAL FIRE/Riverside County  Fire,Riverside,60.0,-116.99895,33.91027,2013-08-04,2013-08-04,0 days,2013,2013,8,August
77,Water Fire,Kern County Fire,Kern,612.0,-118.93388,34.90327,2013-07-25,2013-07-23,2 days,2013,2013,7,July
78,Pratt Fire,CAL FIRE Mendocino Unit,Mendocino,45.0,-123.067671,38.980846,2013-07-23,2013-07-23,0 days,2013,2013,7,July
79,Rancho Fire,CAL FIRE / Kern County Fire / State Parks / US Forest Service,Kern,500.0,-118.9194,34.882,2013-07-22,2013-07-19,3 days,2013,2013,7,July
80,Paskenta Fire,CAL FIRE Tehama-Glenn Unit,Tehama,195.0,-122.330879,39.961309,2013-07-19,2013-07-19,0 days,2013,2013,7,July
81,Lakeville Fire,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,158.0,-122.51253,38.17693,2013-07-26,2013-07-26,0 days,2013,2013,7,July
82,50 Fire,CAL FIRE / Sacramento Metropolitan Fire,"El Dorado, Sacramento",163.0,-121.08438,38.63987,2013-07-19,2013-07-19,0 days,2013,2013,7,July
83,Heacock Fire,CAL FIRE / Riverside County Fire,Riverside,40.0,-117.2508,33.9634,2013-07-20,2013-07-19,1 days,2013,2013,7,July
84,Gilman Fire,CAL FIRE / Riverside County Fire,Riverside,15.0,-117.09306,33.94528,2013-07-19,2013-07-19,0 days,2013,2013,7,July
85,Chuckwagon Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,31.0,-120.696362,37.965364,2013-07-23,2013-07-22,1 days,2013,2013,7,July
86,Power Fire,Stanislaus National Forest,Tuolumne,1070.0,-120.02778,38.25108,2013-08-14,2013-08-05,9 days,2013,2013,8,August
87,Falls Fire,Cleveland National Forest / CAL FIRE Riverside Unit,Riverside,1383.0,-117.40288,33.62236,2013-08-09,2013-08-05,4 days,2013,2013,8,August
88,Tram Fire,San Bernardino National Forest,Riverside,60.0,-116.61,38.838,2013-08-08,2013-08-06,2 days,2013,2013,8,August
89,Indian Fire,CAL FIRE Sanoma-Lake-Napa Unit,Lake,38.0,-122.5906,39.1591,2013-08-07,2013-08-07,0 days,2013,2013,8,August
90,Silver Fire,CAL FIRE Riverside Unit / San Bernardino National Forest,Riverside,20292.0,-116.90427,33.86157,2013-08-12,2013-08-07,5 days,2013,2013,8,August
91,Corral Complex,Six Rivers National Forest,Humboldt,12503.0,-123.488,41.035,2013-08-12,2013-08-10,2 days,2013,2013,8,August
92,Cottonwood Fire,CAL FIRE Siskiyou Unit,Siskiyou,50.0,-122.578393,41.923323,2013-08-15,2013-08-15,0 days,2013,2013,8,August
93,Union Fire,CAL FIRE Amador-El Dorado Unit,El Dorado,116.0,-120.839075,38.682378,2013-08-16,2013-08-16,0 days,2013,2013,8,August
94,Sharp Fire,Angeles National Forest,San Bernardino,243.0,-117.62,34.35,2013-08-13,2013-08-08,5 days,2013,2013,8,August
95,Cloverdale Fire,CAL FIRE Shasta-Trinity Unit,Shasta,27.0,-122.48259,40.473356,2013-08-14,2013-08-14,0 days,2013,2013,8,August
96,Swedes Fire,CAL FIRE Butte Unit,Butte,2264.0,-121.38236,39.446268,2013-08-22,2013-08-16,6 days,2013,2013,8,August
97,American Fire,Tahoe National Forest,Placer,27440.0,-120.65,39.12,2013-08-30,2013-08-10,20 days,2013,2013,8,August
98,Coyote Fire,CAL FIRE Lassen-Modoc Unit,Lassen,97.0,-120.958126,40.88886,2013-08-12,2013-08-09,3 days,2013,2013,8,August
99,Pierce Fire,CAL FIRE/Riverside County Fire,Riverside,40.0,-116.10815,33.570291,2013-08-16,2013-08-16,0 days,2013,2013,8,August
100,Double Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,70.0,-122.491894,39.013682,2013-08-18,2013-08-16,2 days,2013,2013,8,August
101,Bridges Fire,CAL FIRE Tuolumne-Calaveras Unit,Calaveras,46.0,-120.45233,38.06231,2013-08-19,2013-08-17,2 days,2013,2013,8,August
102,Cleghorn Fire,San Bernardino National Forest,San Bernardino,110.0,-117.451,34.287,2013-08-18,2013-08-17,1 days,2013,2013,8,August
103,Clover Fire,CAL FIRE Shasta-Trinity Unit,Shasta,8073.0,-122.535496,40.498332,2013-09-15,2013-09-09,6 days,2013,2013,9,September
104,Plumas Lightning Complex (Hough),Plumas National Forest,Plumas,513.0,-120.764666,40.00842,2013-08-25,2013-08-18,7 days,2013,2013,8,August
105,Shirley Fire,Sequoia National Forest,Kern,794.0,-118.588,35.707,2013-08-24,2013-08-18,6 days,2013,2013,8,August
106,Burney Lightning Series (Warner Fire),CAL FIRE Shasta Unit ,Shasta,196.0,-121.3754,40.5445,2013-08-23,2013-08-19,4 days,2013,2013,8,August
107,Sierra Fire,San Bernardino National Forest/CAL FIRE San Bernardino Unit,San Bernardino,200.0,-117.417,34.2,2013-09-30,2013-09-24,6 days,2013,2013,9,September
108,Deer Fire,CAL FIRE Tehama-Glenn Unit,Tehama,11429.0,-121.85397,40.04263,2013-08-29,2013-08-23,6 days,2013,2013,8,August
109,Gobblers Fire,San Bernardino National Forest,San Bernardino,413.0,-117.598,34.302,2013-08-20,2013-08-20,0 days,2013,2013,8,August
110,Fish Fire,Sequoia National Forest,Tulare,2060.0,-118.444,36.208,2013-09-24,2013-08-24,31 days,2013,2013,8,August
111,Empire Fire,CAL FIRE Amador-El Dorado Unit,El Dorado,38.0,-120.84716,38.89555,2013-08-24,2013-08-24,0 days,2013,2013,8,August
112,Little Fire,San Bernardino National Forest,San Bernardino,97.0,-116.706,33.642,2013-08-30,2013-08-24,6 days,2013,2013,8,August
113,Chestnut Fire,CAL FIRE San Mateo-Santa Cruz Unit,San Mateo,41.0,-122.427285,37.667295,2013-09-07,2013-09-07,0 days,2013,2013,9,September
114,Morgan Fire,CAL FIRE Santa-Clara Unit,Contra Costa,3111.0,-121.882582,37.90757,2013-09-14,2013-09-08,6 days,2013,2013,9,September
115,Angora Fire,Sequoia National Forest,Tulare,134.0,-118.459,36.258,2013-09-24,2013-09-08,16 days,2013,2013,9,September
116,Liveoak Fire,CAL FIRE San Bernardino Unit,San Bernardino,73.0,-117.106075,34.003151,2013-09-12,2013-09-11,1 days,2013,2013,9,September
117,Madre Fire,Angeles National Forest/Los Angeles County Fire,Los Angeles,268.0,-117.908,34.149,2013-09-28,2013-09-23,5 days,2013,2013,9,September
118,Davis Creek Complex,Modoc National Forest ,Modoc,97.0,-120.375,41.73325,2013-09-24,2013-09-05,19 days,2013,2013,9,September
119,Tyler Fire,CAL FIRE Nevada-Yuba-Placer Unit,Nevada,52.0,-121.107022,39.333401,2013-08-31,2013-08-31,0 days,2013,2013,8,August
120,Centerville Fire,CAL FIRE Butte Unit,Butte,80.0,-121.713938,39.731878,2013-09-01,2013-08-31,1 days,2013,2013,8,August
121,Rail Fire,Modoc National Forest,Modoc,68.0,-120.959,41.569,2013-09-05,2013-09-07,-2 days,2013,2013,9,September
122,Rim Fire,Stanislaus National Forest/Yosemite National Park,Tuolumne,257314.0,-120.086,37.857,2013-09-06,2013-08-17,20 days,2013,2013,8,August
123,Lyon Fire,CAL FIRE San Diego Unit / Cleveland National Forest,San Diego,263.0,-116.746023,32.710918,2013-09-12,2013-09-09,3 days,2013,2013,9,September
124,Lakeshore Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,30.0,-122.683,38.9777,2013-09-15,2013-09-15,0 days,2013,2013,9,September
125,Creek Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,94.0,-120.8358,35.4393,2013-09-24,2013-09-24,0 days,2013,2013,9,September
126,Highland Fire,CAL FIRE Mendocino Unit,Mendocino,98.0,-122.966,38.9252,2013-09-29,2013-09-28,1 days,2013,2013,9,September
127,Putah Fire,CAL FIRE Sonoma-Lake-Napa Unit,Napa,376.0,-122.289,38.628,2013-10-04,2013-10-03,1 days,2013,2013,10,October
128,Crane Fire,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,159.0,-122.6503,38.34599,2013-10-05,2013-10-04,1 days,2013,2013,10,October
129,DeLuz Fire,Camp Pendleton Marine Corps Base,San Diego,2236.0,-117.3092,33.341,2013-10-09,2013-10-05,4 days,2013,2013,10,October
130,Summit Fire,CAL FIRE Butte Unit,Butte,305.0,-121.497,39.439,2013-10-05,2013-10-04,1 days,2013,2013,10,October
131,Baker Fire,Orange County Fire Authority,Orange,40.0,-117.6649,33.7655,2013-10-09,2013-10-06,3 days,2013,2013,10,October
132,Capay Fire,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,163.0,-122.08725,38.67479,2013-11-04,2013-11-04,0 days,2013,2013,11,November
133,Dersch Fire,CAL FIRE Shasta-Trinity Unit,Shasta,33.0,-122.140914,40.483662,2013-11-07,2013-11-07,0 days,2013,2013,11,November
134,Toro Fire,CAL FIRE San Luis Obispo Unit,San Luis Obispo,51.0,-120.751555,35.457978,2013-11-09,2013-11-08,1 days,2013,2013,11,November
135,Cantwell Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,120.0,-122.567525,38.882214,2013-11-10,2013-11-08,2 days,2013,2013,11,November
136,Silverado Fire,CAL FIRE Sonoma-Lake-Napa Unit,Napa,190.0,-122.311,38.382,2013-11-23,2013-11-21,2 days,2013,2013,11,November
137,Wheeler Fire,Ventura County Fire Department,Ventura,64.0,-119.13249,34.384,2013-11-15,2013-11-14,1 days,2013,2013,11,November
138,Retek Fire,CAL FIRE Mendocino Unit,Mendocino,82.0,-123.1478,39.0442,2013-11-22,2013-11-22,0 days,2013,2013,11,November
139,McCabe Fire,CAL FIRE Sonoma-Lake-Napa Unit,Sonoma,3505.0,-122.8498,38.8167,2013-11-27,2013-11-22,5 days,2013,2013,11,November
140,Bruner Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,50.0,-122.7656,39.0448,2013-11-24,2013-11-23,1 days,2013,2013,11,November
141,Dam Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,23.0,-122.5818,38.9289,2013-11-24,2013-11-23,1 days,2013,2013,11,November
142,Grant Fire,CAL FIRE Santa Clara Unit,Santa Clara,40.0,-121.717706,37.342186,2013-12-31,2013-12-31,0 days,2013,2013,12,December
143,Campbell Fire,Lassen National Forest,Tehama,865.0,-121.790183,40.134597,2014-01-10,2014-01-02,8 days,2014,2014,1,January
144,Colby Fire,Angeles National Forest and LA County Fire Department,Los Angeles,1952.0,-117.8816,34.1703,2014-01-27,2014-01-16,11 days,2014,2014,1,January
145,Red Fire,CAL FIRE Humboldt Del-Norte Unit,Humboldt,333.0,-123.773779,40.884415,2014-01-08,2014-01-04,4 days,2014,2014,1,January
146,Lake Fire,CAL FIRE Fresno-Kings Unit,Fresno,106.0,-119.3415,36.8266,2014-01-26,2014-01-25,1 days,2014,2014,1,January
147,Gun Fire,USFS - Cleveland National Forest,San Diego,125.0,-116.49,32.81,2014-03-11,2014-03-08,3 days,2014,2014,3,March
148,Encinal Fire,CAL FIRE San Benito-Monterey Unit,Monterey,400.0,-121.4819,36.6313,2014-03-21,2014-03-19,2 days,2014,2014,3,March
149,Van Buren Fire,CAL FIRE / Riverside County Fire,Riverside,57.0,-116.1985,33.5982,2014-03-29,2014-03-28,1 days,2014,2014,3,March
150,Bridges Fire,CAL FIRE San Bernardino Unit,Inyo,113.0,-118.352,37.399,2014-04-21,2014-04-19,2 days,2014,2014,4,April
151,Etiwanda Fire,CAL FIRE San Bernardino / USFS / Rancho Cucamonga Fire,San Bernardino,2143.0,-117.547374,34.169346,2014-05-05,2014-04-30,5 days,2014,2014,4,April
152,Jacumba Fire,CAL FIRE San Diego Unit,San Diego,29.0,-116.222,32.665,2014-05-06,2014-05-05,1 days,2014,2014,5,May
153,Bernardo Fire,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,San Diego,1548.0,-117.133,33.003,2014-05-17,2014-05-13,4 days,2014,2014,5,May
154,San Lucas Fire,CAL FIRE San Benito-Monterey Unit,Monterey,75.0,-121.117,36.103,2014-05-01,2014-04-30,1 days,2014,2014,4,April
155,Miguelito Fire,Santa Barbara County Fire,Santa Barbara,632.0,-120.454,34.609,2014-05-19,2014-05-13,6 days,2014,2014,5,May
156,Tomahawk Fire,Marine Corps Base Camp Pendleton,San Diego,5367.0,-117.284889,33.3529,2014-05-19,2014-05-14,5 days,2014,2014,5,May
157,San Mateo Fire,Marine Corps Base Camp Pendleton,San Diego,1457.0,-117.550567,33.417572,2014-05-20,2014-05-16,4 days,2014,2014,5,May
158,Highway Fire,CAL FIRE San Diego Unit,San Diego,380.0,-117.162,33.312,2014-05-15,2014-05-14,1 days,2014,2014,5,May
159,Fiddler Fire,CAL FIRE Shasta-Trinity Unit,Shasta,50.0,-122.721,40.39,2014-05-15,2014-05-14,1 days,2014,2014,5,May
160,Cocos Fire,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,San Diego,1995.0,-117.1599,33.1137,2014-05-22,2014-05-14,8 days,2014,2014,5,May
161,Poinsettia Fire,Carlsbad Fire Department,San Diego,600.0,-117.279,33.1109,2014-05-17,2014-05-14,3 days,2014,2014,5,May
162,Indian Fire,CAL FIRE Sonoma-Lake-Napa Unit,Lake,175.0,-122.5983,39.1647,2014-05-26,2014-05-25,1 days,2014,2014,5,May
163,59 Fire,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,402.0,-120.45087,37.76617,2014-06-05,2014-06-04,1 days,2014,2014,6,June
164,Hetch Hetchy Fire,CAL FIRE Tuolumne-Calaveras Unit,Tuolumne,269.0,-120.452,37.787,2014-06-06,2014-06-05,1 days,2014,2014,6,June
165,Hall Fire,CAL FIRE Fresno-Kings Unit,Fresno,25.0,-119.241493,36.742747,2014-06-09,2014-06-11,-2 days,2014,2014,6,June
166,Morgan Fire,CAL FIRE Fresno-Kings Unit,Fresno,40.0,-119.525506,36.991825,2014-06-11,2014-06-09,2 days,2014,2014,6,June
167,Norman Fire,CAL FIRE Sonoma-Lake-Napa Unit,Solano,70.0,38.453,121.999,2014-06-13,2014-06-12,1 days,2014,2014,6,June
168,Haigh Fire,CAL FIRE Madera-Mariposa-Merced Unit,Mariposa,130.0,-120.197,37.7103,2014-06-13,2014-06-10,3 days,2014,2014,6,June
169,Shirley Fire,Sequoia National Forest,Kern,3895.0,-118.555527,35.70683,2014-06-20,2014-06-13,7 days,2014,2014,6,June
170,Tehama Fire,CAL FIRE Tehama-Glenn Unit,Tehama,225.0,-122.345078,40.009827,2014-06-13,2014-06-13,0 days,2014,2014,6,June
171,Reed Fire,CAL FIRE Tuolumne Calaveras Unit,Calaveras,120.0,38.178241,120.679019,2014-06-21,2014-06-20,1 days,2014,2014,6,June
172,Oak Fire,CAL FIRE Tuolumne Calaveras Unit,Calaveras,85.0,-120.66,38.058,2014-06-24,2014-06-22,2 days,2014,2014,6,June
173,Butts Fire,CAL FIRE Sonoma-Lake-Napa Unit,"Napa, Lake",4300.0,-122.454,38.664,2014-07-09,2014-07-01,8 days,2014,2014,7,July
174,Bible Fire,CAL FIRE Amador-El Dorado Unit,El Dorado,30.0,-120.703238,38.608336,2014-07-09,2014-07-09,0 days,2014,2014,7,July
175,Bully Fire,CAL FIRE Shasta-Trinity Unit,Shasta,12661.0,-122.750788,40.4314,2014-07-26,2014-07-11,15 days,2014,2014,7,July
176,Monticello Fire,CAL FIRE Sonoma-Lake-Napa Unit,Yolo,6488.0,-122.104,38.512,2014-07-12,2014-07-04,8 days,2014,2014,7,July
177,Gulch Fire,CAL FIRE Lassen-Modoc Unit / Modoc National Forest,Modoc,1469.0,-120.904,41.489,2014-07-07,2014-07-03,4 days,2014,2014,7,July
178,Modoc Lightning Complex,Modoc National Forest,Modoc,1651.0,-120.79,41.89,2014-07-03,2014-07-01,2 days,2014,2014,7,July
179,West Fire,Shasta - Trinity National Forest,Trinity,15.0,-123.24,40.41,2014-07-03,2014-07-01,2 days,2014,2014,7,July
180,Banner Fire,CAL FIRE San Diego Unit,San Diego,217.0,-116.576454,33.078948,2014-07-06,2014-07-03,3 days,2014,2014,7,July
181,Marsh Fire,CAL FIRE Santa Clara Unit,Contra Costa,80.0,-121.5118,37.5359,2014-07-12,2014-07-11,1 days,2014,2014,7,July
