City_ID,Year,Month,Month created (num),County,Acres Burned Avg,Acres Burned Tot,Fire Duration Avg (days),Incident Count Tot
746,2019,May,5,San Diego,22.0,22.0,6.0,1
747,2019,May,5,San Luis Obispo,835.0,835.0,5.0,1
748,2019,May,5,Santa Clara,144.0,144.0,12.0,1
749,2019,May,5,Tehama,63.0,63.0,4.0,1
750,2019,November,11,Lake,75.0,75.0,1.0,1
751,2019,November,11,Riverside,19.0,19.0,0.0,1
752,2019,November,11,Santa Barbara,3126.0,3126.0,19.0,1
753,2019,November,11,Tehama,2534.0,2534.0,11.0,1
754,2019,October,10,Alameda,23.5,47.0,1.5,2
755,2019,October,10,Butte,80.0,80.0,0.0,1
756,2019,October,10,Contra Costa,110.0,440.0,0.75,4
757,2019,October,10,Fresno,137.0,137.0,1.0,1
758,2019,October,10,Glenn,63.0,63.0,1.0,1
759,2019,October,10,Lassen,55.0,55.0,3.0,1
760,2019,October,10,Los Angeles,3195.3333333333335,9586.0,13.0,3
761,2019,October,10,Mendocino,703.0,703.0,7.0,1
762,2019,October,10,Monterey,144.5,144.5,2.0,1
763,2019,October,10,Napa,526.0,526.0,1.0,1
764,2019,October,10,Riverside,244.16666666666666,1465.0,2.0,6
765,2019,October,10,San Bernardino,105.5,211.0,3.0,2
766,2019,October,10,San Diego,48.0,144.0,2.0,3
767,2019,October,10,San Luis Obispo,87.25,174.5,1.0,2
768,2019,October,10,San Mateo,62.0,62.0,3.0,1
769,2019,October,10,Santa Barbara,420.0,420.0,4.0,1
770,2019,October,10,Santa Clara,29.0,29.0,0.0,1
771,2019,October,10,Shasta,42.0,42.0,0.0,1
772,2019,October,10,Solano,140.0,140.0,1.0,1
773,2019,October,10,Sonoma,77758.0,77758.0,14.0,1
774,2019,October,10,Stanislaus,18.0,18.0,1.0,1
775,2019,October,10,Tehama,173.5,694.0,0.5,4
776,2019,October,10,Ventura,4191.333333333333,12574.0,3.3333333333333335,3
777,2019,September,9,Alameda,11.0,11.0,0.0,1
778,2019,September,9,Amador,10.0,10.0,0.0,1
779,2019,September,9,Butte,284.6666666666667,854.0,4.0,3
780,2019,September,9,El Dorado,53.5,107.0,1.5,2
781,2019,September,9,Inyo,6135.5,12271.0,76.0,2
782,2019,September,9,Lake,40.5,81.0,1.0,2
783,2019,September,9,Lassen,260.0,260.0,5.0,1
784,2019,September,9,Modoc,5737.0,5737.0,7.0,1
785,2019,September,9,Monterey,66.0,66.0,1.0,1
786,2019,September,9,Riverside,411.6666666666667,2470.0,3.1666666666666665,6
787,2019,September,9,San Benito,92.0,184.0,0.5,2
788,2019,September,9,San Bernardino,15.0,15.0,4.0,1
789,2019,September,9,San Diego,52.0,52.0,0.0,1
790,2019,September,9,San Joaquin,44.0,44.0,0.0,1
791,2019,September,9,San Luis Obispo,220.0,220.0,6.0,1
792,2019,September,9,Santa Barbara,200.0,200.0,5.0,1
793,2019,September,9,Santa Clara,128.0,128.0,3.0,1
794,2019,September,9,Santa Cruz,10.0,10.0,3.0,1
795,2019,September,9,Shasta,16.0,16.0,0.0,1
796,2019,September,9,Siskiyou,121.0,242.0,11.0,2
797,2019,September,9,Stanislaus,11.0,11.0,0.0,1
798,2019,September,9,Tehama,7084.0,14168.0,48.0,2
799,2019,September,9,Trinity,262.0,524.0,9.0,2
800,2019,September,9,Tuolumne,83.0,83.0,1.0,1
801,2019,September,9,Ventura,279.0,279.0,4.0,1
802,2020,April,4,Contra Costa,47.0,47.0,0.0,1
803,2020,April,4,Imperial,275.0,275.0,8.0,1
804,2020,April,4,Tehama,26.0,26.0,1.0,1
805,2020,August,8,Alameda,79324.8,79324.8,46.0,1
806,2020,August,8,Butte,110.0,110.0,0.0,1
807,2020,August,8,Calaveras,55.0,55.0,0.0,1
808,2020,August,8,Colusa,74040.57142857143,148081.14285714287,45.0,2
809,2020,August,8,Contra Costa,79324.8,79324.8,46.0,1
810,2020,August,8,El Dorado,25.0,50.0,1.0,2
811,2020,August,8,Fresno,594.0,594.0,16.0,1
812,2020,August,8,Glenn,39581.91071428572,158327.64285714287,35.75,4
813,2020,August,8,Humboldt,147521.14285714287,147521.14285714287,87.0,1
814,2020,August,8,Kern,2820.3333333333335,8461.0,5.333333333333333,3
815,2020,August,8,Lake,110082.57142857143,220165.14285714287,66.5,2
816,2020,August,8,Lassen,2578.0,7734.0,4.666666666666667,3
817,2020,August,8,Los Angeles,5189.142857142857,36324.0,27.142857142857142,7
818,2020,August,8,Madera,400.0,400.0,0.0,1
819,2020,August,8,Marin,4929.0,4929.0,45.0,1
820,2020,August,8,Mendocino,37145.03571428572,148580.14285714287,23.75,4
821,2020,August,8,Napa,72644.0,72644.0,46.0,1
822,2020,August,8,Nevada,705.0,705.0,11.0,1
823,2020,August,8,Placer,65.0,65.0,1.0,1
824,2020,August,8,Plumas,29570.0,29570.0,18.0,1
825,2020,August,8,Riverside,52.0,52.0,2.0,1
826,2020,August,8,Sacramento,512.0,512.0,1.0,1
827,2020,August,8,San Diego,45.0,45.0,2.0,1
828,2020,August,8,San Joaquin,79324.8,79324.8,46.0,1
829,2020,August,8,San Luis Obispo,570.0,2850.0,2.8,5
830,2020,August,8,San Mateo,43254.5,43254.5,37.0,1
831,2020,August,8,Santa Clara,39733.9,79467.8,25.5,2
832,2020,August,8,Santa Cruz,43254.5,43254.5,37.0,1
833,2020,August,8,Sierra,47029.0,47029.0,12.0,1
834,2020,August,8,Solano,72644.0,72644.0,46.0,1
835,2020,August,8,Sonoma,72644.0,72644.0,46.0,1
836,2020,August,8,Stanislaus,79324.8,79324.8,46.0,1
837,2020,August,8,Tehama,52669.880952380954,158009.64285714287,61.333333333333336,3
838,2020,August,8,Trinity,147521.14285714287,147521.14285714287,87.0,1
839,2020,August,8,Tuolumne,2857.0,2857.0,10.0,1
840,2020,August,8,Yolo,72644.0,72644.0,46.0,1
841,2020,August,8,Yuba,600.0,600.0,1.0,1
842,2020,December,12,Lassen,24.0,24.0,0.0,1
843,2020,December,12,Orange,6686.0,6686.0,8.0,1
844,2020,December,12,Riverside,1520.5,3041.0,6.0,2
845,2020,December,12,Ventura,174.0,174.0,1.0,1
846,2020,February,2,Glenn,105.5,105.5,7.0,1
847,2020,February,2,Lassen,57.0,57.0,0.0,1
848,2020,February,2,Mendocino,105.5,105.5,7.0,1
849,2020,February,2,Sierra,102.0,102.0,3.0,1
850,2020,February,2,Tehama,75.0,75.0,1.0,1
851,2020,July,7,Alameda,180.5,361.0,2.0,2
852,2020,July,7,Butte,31.5,63.0,1.5,2
853,2020,July,7,Colusa,81.5,163.0,1.5,2
854,2020,July,7,Contra Costa,75.0,75.0,0.0,1
855,2020,July,7,Fresno,29667.0,29667.0,13.0,1
856,2020,July,7,Humboldt,62.5,125.0,16.5,2
857,2020,July,7,Kern,2116.5,4233.0,1.5,2
858,2020,July,7,Lassen,16089.0,32178.0,26.5,2
859,2020,July,7,Los Angeles,678.5,2714.0,6.75,4
860,2020,July,7,Madera,247.66666666666666,743.0,2.0,3
861,2020,July,7,Mariposa,48.0,48.0,3.0,1
862,2020,July,7,Modoc,41630.5,41630.5,27.0,1
863,2020,July,7,Mono,120.0,120.0,22.0,1
864,2020,July,7,Riverside,100.33333333333333,602.0,1.1666666666666667,6
865,2020,July,7,Sacramento,396.0,792.0,0.5,2
866,2020,July,7,San Benito,1485.0,1485.0,3.0,1
867,2020,July,7,San Bernardino,109.25,437.0,2.5,4
868,2020,July,7,San Joaquin,150.0,150.0,0.0,1
869,2020,July,7,San Luis Obispo,1689.5,3379.0,3.0,2
870,2020,July,7,Santa Clara,1965.6666666666667,5897.0,3.3333333333333335,3
871,2020,July,7,Shasta,333.0,333.0,8.0,1
872,2020,July,7,Siskiyou,21093.75,42187.5,18.5,2
873,2020,July,7,Solano,75.0,75.0,3.0,1
874,2020,July,7,Yuba,500.0,500.0,0.0,1
875,2020,June,6,Butte,83.25,333.0,0.75,4
876,2020,June,6,Calaveras,1455.0,1455.0,4.0,1
877,2020,June,6,Contra Costa,100.0,100.0,1.0,1
878,2020,June,6,Fresno,276.0,552.0,14.5,2
879,2020,June,6,Kern,165.0,165.0,1.0,1
880,2020,June,6,Lassen,205.5,822.0,1.25,4
881,2020,June,6,Mariposa,138.0,276.0,3.0,2
882,2020,June,6,Mendocino,92.5,185.0,1.0,2
883,2020,June,6,Merced,2192.0,2192.0,5.0,1
884,2020,June,6,Mono,280.0,280.0,6.0,1
885,2020,June,6,Monterey,181.6,908.0,2.4,5
886,2020,June,6,Placer,63.0,189.0,0.0,3
887,2020,June,6,Riverside,49.666666666666664,298.0,1.6666666666666667,6
888,2020,June,6,Sacramento,5042.0,5042.0,5.0,1
889,2020,June,6,San Benito,813.0,813.0,5.0,1
890,2020,June,6,San Diego,430.0,1290.0,2.6666666666666665,3
891,2020,June,6,San Joaquin,89.0,89.0,1.0,1
892,2020,June,6,San Luis Obispo,409.0,2454.0,1.6666666666666667,6
893,2020,June,6,Santa Clara,126.0,126.0,3.0,1
894,2020,June,6,Shasta,15.0,15.0,0.0,1
895,2020,June,6,Solano,738.6666666666666,2216.0,1.6666666666666667,3
896,2020,June,6,Sonoma,124.0,248.0,1.5,2
897,2020,June,6,Stanislaus,141.0,282.0,0.5,2
898,2020,June,6,State of Nevada,2975.0,2975.0,9.0,1
899,2020,June,6,Trinity,62.0,62.0,24.0,1
900,2020,June,6,Tulare,465.6666666666667,1397.0,3.6666666666666665,3
901,2020,June,6,Tuolumne,10.0,10.0,16.0,1
902,2020,June,6,Ventura,551.5,1103.0,4.5,2
903,2020,March,3,Glenn,154.0,154.0,3.0,1
904,2020,May,5,Butte,17.0,17.0,0.0,1
905,2020,May,5,Kings,2060.0,2060.0,0.0,1
906,2020,May,5,Napa,20.0,20.0,1.0,1
907,2020,May,5,Riverside,40.0,80.0,0.0,2
908,2020,May,5,San Luis Obispo,5000.0,5000.0,1.0,1
909,2020,May,5,Santa Barbara,156.0,156.0,2.0,1
910,2020,November,11,Los Angeles,131.0,131.0,1.0,1
911,2020,October,10,Amador,21.0,21.0,2.0,1
912,2020,October,10,Butte,6.0,6.0,0.0,1
913,2020,October,10,Calaveras,21.0,21.0,2.0,1
914,2020,October,10,Contra Costa,30.0,30.0,1.0,1
915,2020,October,10,El Dorado,15.0,15.0,3.0,1
916,2020,October,10,Napa,61.0,61.0,2.0,1
917,2020,October,10,Orange,13215.0,26430.0,12.0,2
918,2020,October,10,Sacramento,20.0,20.0,1.0,1
919,2020,October,10,San Bernardino,170.0,170.0,1.0,1
920,2020,October,10,Shasta,5.0,5.0,0.0,1
921,2020,October,10,Yuba,56.0,56.0,0.0,1
922,2020,September,9,Amador,48.0,48.0,3.0,1
923,2020,September,9,Fresno,1185.0,1185.0,58.0,1
924,2020,September,9,Lake,13.0,13.0,1.0,1
925,2020,September,9,Los Angeles,230.0,230.0,2.0,1
926,2020,September,9,Mendocino,1100.0,1100.0,7.0,1
927,2020,September,9,Napa,33742.0,33742.0,23.0,1
928,2020,September,9,Riverside,5913.0,11826.0,36.5,2
929,2020,September,9,San Bernardino,11372.0,11372.0,72.0,1
930,2020,September,9,San Diego,16390.0,16390.0,19.0,1
931,2020,September,9,Santa Barbara,111.0,111.0,2.0,1
932,2020,September,9,Shasta,28169.0,28169.0,16.0,1
933,2020,September,9,Siskiyou,761.0,2283.0,10.666666666666666,3
934,2020,September,9,Sonoma,33742.0,33742.0,23.0,1
935,2020,September,9,Stanislaus,45.0,45.0,1.0,1
936,2020,September,9,Tehama,28169.0,28169.0,16.0,1
937,2020,September,9,Yuba,1311.0,1311.0,5.0,1
938,2021,April,4,Lake,65.0,65.0,2.0,1
939,2021,April,4,Los Angeles,650.0,650.0,5.0,1
940,2021,April,4,Mendocino,200.0,200.0,6.0,1
941,2021,April,4,Merced,93.0,93.0,0.0,1
942,2021,April,4,San Diego,28.0,28.0,1.0,1
943,2021,April,4,Shasta,35.0,35.0,0.0,1
944,2021,April,4,Sutter,80.0,80.0,12.0,1
945,2021,April,4,Ventura,25.0,25.0,1.0,1
946,2021,August,8,Alpine,73945.0,73945.0,68.0,1
947,2021,August,8,Amador,73945.0,73945.0,68.0,1
948,2021,August,8,Calaveras,639.0,639.0,10.0,1
949,2021,August,8,El Dorado,73945.0,73945.0,68.0,1
950,2021,August,8,Humboldt,1218.5,2437.0,12.0,2
951,2021,August,8,Lake,105.0,210.0,3.5,2
952,2021,August,8,Los Angeles,50.0,50.0,13.0,1
953,2021,August,8,Mendocino,50.0,50.0,5.0,1
954,2021,August,8,Nevada,1309.5,1309.5,9.0,1
955,2021,August,8,Placer,1309.5,1309.5,9.0,1
956,2021,August,8,Riverside,389.5,1168.5,3.3333333333333335,3
957,2021,August,8,San Bernardino,263.6666666666667,791.0,5.666666666666667,3
958,2021,August,8,San Diego,713.5,713.5,4.0,1
959,2021,August,8,Shasta,35.0,140.0,3.0,4
960,2021,August,8,Siskiyou,120297.0,240594.0,75.5,2
961,2021,August,8,Tulare,8777.0,8777.0,32.0,1
962,2021,August,8,Tuolumne,100.0,100.0,6.0,1
963,2021,August,8,Yuba,184.0,184.0,10.0,1
964,2021,January,1,Kern,865.0,865.0,1.0,1
965,2021,January,1,Los Angeles,184.0,184.0,3.0,1
966,2021,January,1,Riverside,43.0,43.0,1.0,1
967,2021,January,1,Santa Cruz,28.5,57.0,3.0,2
968,2021,January,1,Ventura,250.0,250.0,1.0,1
969,2021,July,7,Alpine,68637.0,68637.0,113.0,1
970,2021,July,7,Butte,192661.8,192661.8,104.0,1
971,2021,July,7,Calaveras,153.0,153.0,2.0,1
972,2021,July,7,Contra Costa,128.0,128.0,0.0,1
973,2021,July,7,Fresno,75.0,75.0,1.0,1
974,2021,July,7,Kern,1084.5,2169.0,12.5,2
975,2021,July,7,Lassen,96358.4,192716.8,54.0,2
976,2021,July,7,Los Angeles,604.0,1208.0,4.5,2
977,2021,July,7,Marin,35.0,35.0,1.0,1
978,2021,July,7,Mariposa,9656.0,9656.0,8.0,1
979,2021,July,7,Mendocino,80.0,80.0,2.0,1
980,2021,July,7,Merced,92.0,92.0,0.0,1
981,2021,July,7,Modoc,560.5,1121.0,8.0,2
982,2021,July,7,Mono,2965.0,2965.0,18.0,1
983,2021,July,7,Monterey,171.0,171.0,3.0,1
984,2021,July,7,Plumas,99472.26666666666,298416.8,64.66666666666667,3
985,2021,July,7,San Diego,86.0,86.0,7.0,1
986,2021,July,7,Shasta,116773.06666666667,233546.13333333333,76.0,2
987,2021,July,7,Siskiyou,50018.25,100036.5,46.0,2
988,2021,July,7,Tehama,58408.03333333333,233632.13333333333,39.25,4
989,2021,July,7,Trinity,121229.2777777778,363687.8333333334,74.66666666666667,3
990,2021,July,7,Tulare,242.0,484.0,3.0,2
991,2021,July,7,Yuba,45.0,45.0,2.0,1
992,2021,June,6,Alpine,1320.0,1320.0,35.0,1
993,2021,June,6,Butte,239.0,478.0,7.0,2
994,2021,June,6,El Dorado,10.5,21.0,0.5,2
995,2021,June,6,Fresno,208.5,417.0,5.0,2
996,2021,June,6,Inyo,576.0,1152.0,11.5,2
997,2021,June,6,Kern,750.6666666666666,2252.0,2.3333333333333335,3
998,2021,June,6,Lake,42.0,42.0,0.0,1
999,2021,June,6,Madera,42.5,85.0,1.5,2
1000,2021,June,6,Modoc,357.0,714.0,5.5,2
1001,2021,June,6,Monterey,2877.0,2877.0,23.0,1
1002,2021,June,6,Placer,42.0,42.0,0.0,1
1003,2021,June,6,Riverside,94.85714285714286,664.0,2.0,7
1004,2021,June,6,San Benito,145.0,145.0,1.0,1
1005,2021,June,6,San Bernardino,142.5,285.0,2.5,2
1006,2021,June,6,San Diego,479.5,1918.0,3.0,4
1007,2021,June,6,Santa Clara,36.0,72.0,0.0,2
1008,2021,June,6,Shasta,4509.666666666667,13529.0,10.0,3
1009,2021,June,6,Siskiyou,12369.0,37107.0,31.0,3
1010,2021,June,6,Tehama,165.0,165.0,9.0,1
1011,2021,June,6,Tulare,692.0,2076.0,6.333333333333333,3
1012,2021,June,6,Yolo,34.0,34.0,1.0,1
1013,2021,June,6,Yuba,150.0,150.0,1.0,1
1014,2021,March,3,Kern,86.0,86.0,6.0,1
1015,2021,March,3,Siskiyou,873.0,873.0,2.0,1
1016,2021,May,5,Butte,550.0,550.0,0.0,1
1017,2021,May,5,Calaveras,118.0,118.0,0.0,1
1018,2021,May,5,El Dorado,45.0,45.0,2.0,1
1019,2021,May,5,Humboldt,25.0,25.0,16.0,1
1020,2021,May,5,Lassen,29.0,29.0,1.0,1
1021,2021,May,5,Los Angeles,648.0,1944.0,7.333333333333333,3
1022,2021,May,5,Madera,45.0,45.0,3.0,1
1023,2021,May,5,Mariposa,197.0,197.0,4.0,1
1024,2021,May,5,Mendocino,18.0,18.0,3.0,1
1025,2021,May,5,Merced,97.0,97.0,1.0,1
1026,2021,May,5,Riverside,138.0,690.0,1.2,5
1027,2021,May,5,Sacramento,44.0,44.0,0.0,1
1028,2021,May,5,San Diego,5366.0,5366.0,4.0,1
1029,2021,May,5,Stanislaus,508.0,508.0,1.0,1
1030,2021,May,5,Yuba,35.0,35.0,0.0,1
1031,2021,November,11,Riverside,24.0,24.0,11.0,1
1032,2021,October,10,Kings,447.0,447.0,1.0,1
1033,2021,October,10,Modoc,200.0,200.0,1.0,1
1034,2021,October,10,Napa,132.0,132.0,1.0,1
1035,2021,October,10,San Joaquin,150.0,150.0,0.0,1
1036,2021,October,10,Santa Barbara,16970.0,16970.0,40.0,1
1037,2021,October,10,Tehama,24.0,24.0,1.0,1
1038,2021,October,10,Trinity,69.5,139.0,3.5,2
1039,2021,September,9,Amador,46.0,46.0,2.0,1
1040,2021,September,9,Los Angeles,464.0,464.0,6.0,1
1041,2021,September,9,Madera,42.0,42.0,0.0,1
1042,2021,September,9,Mendocino,257.0,257.0,8.0,1
1043,2021,September,9,Napa,58.0,58.0,1.0,1
1044,2021,September,9,Placer,411.0,411.0,9.0,1
1045,2021,September,9,San Bernardino,71.0,71.0,1.0,1
1046,2021,September,9,San Diego,54.0,54.0,4.0,1
1047,2021,September,9,Santa Barbara,70.0,70.0,2.0,1
1048,2021,September,9,Shasta,8578.0,8578.0,10.0,1
1049,2021,September,9,Sonoma,58.0,58.0,1.0,1
1050,2022,April,4,Riverside,15.0,15.0,1.0,1
1051,2022,April,4,Shasta,10.0,10.0,3.0,1
1052,2022,August,8,Alameda,58.0,58.0,0.0,1
1053,2022,August,8,Humboldt,25.5,51.0,2.0,2
1054,2022,August,8,Kern,250.0,250.0,3.0,1
1055,2022,August,8,Lassen,14.0,14.0,7.0,1
1056,2022,August,8,Los Angeles,1791.3333333333333,5374.0,5.333333333333333,3
1057,2022,August,8,Nevada,46.0,92.0,5.5,2
1058,2022,August,8,Placer,19244.0,19244.0,16.0,1
1059,2022,August,8,Siskiyou,34.0,34.0,5.0,1
1060,2022,August,8,Tulare,226.0,452.0,8.5,2
1061,2022,August,8,Tuolumne,51.0,51.0,1.0,1
1062,2022,February,2,Inyo,4136.0,4136.0,10.0,1
1063,2022,July,7,Alameda,121.0,121.0,1.0,1
1064,2022,July,7,El Dorado,20.0,20.0,2.0,1
1065,2022,July,7,Fresno,52.0,52.0,2.0,1
1066,2022,July,7,Mariposa,4886.0,4886.0,392.0,1
1067,2022,July,7,Mendocino,26.666666666666668,80.0,2.3333333333333335,3
1068,2022,July,7,Monterey,138.0,138.0,1.0,1
1069,2022,July,7,Placer,38.0,38.0,1.0,1
1070,2022,July,7,San Benito,104.0,104.0,6.0,1
1071,2022,July,7,San Bernardino,28.0,28.0,2.0,1
1072,2022,July,7,San Diego,68.5,137.0,1.5,2
1073,2022,July,7,Shasta,304.0,304.0,5.0,1
1074,2022,July,7,Siskiyou,59.666666666666664,179.0,6.666666666666667,3
1075,2022,July,7,Tehama,60.0,60.0,3.0,1
1076,2022,July,7,Tuolumne,64.0,64.0,1.0,1
1077,2022,July,7,Yuba,50.333333333333336,151.0,5.333333333333333,3
1078,2022,June,6,Alameda,552.0,552.0,365.0,1
1079,2022,June,6,Butte,60.0,120.0,1.0,2
1080,2022,June,6,Contra Costa,90.0,90.0,0.0,1
1081,2022,June,6,Kern,1508.5,3017.0,4.0,2
1082,2022,June,6,Merced,349.0,349.0,1.0,1
1083,2022,June,6,Nevada,904.0,904.0,7.0,1
1084,2022,June,6,Riverside,85.0,170.0,4.0,2
1085,2022,June,6,San Bernardino,480.0,960.0,189.5,2
1086,2022,June,6,San Diego,67.5,135.0,2.0,2
1087,2022,June,6,San Luis Obispo,36.0,36.0,1.0,1
1088,2022,June,6,Santa Cruz,20.0,20.0,5.0,1
1089,2022,June,6,Sonoma,63.0,63.0,0.0,1
1090,2022,June,6,Tehama,346.5,693.0,5.5,2
1091,2022,March,3,Santa Barbara,120.0,120.0,5.0,1
1092,2022,March,3,Siskiyou,61.5,123.0,2.0,2
1093,2022,March,3,Sonoma,21.0,21.0,5.0,1
1094,2022,May,5,Colusa,595.0,595.0,4.0,1
1095,2022,May,5,Mendocino,36.0,36.0,2.0,1
1096,2022,May,5,Napa,570.0,570.0,5.0,1
1097,2022,May,5,Orange,200.0,200.0,6.0,1
1098,2022,May,5,Riverside,1987.3333333333333,5962.0,125.33333333333333,3
1099,2022,May,5,San Bernardino,431.0,431.0,4.0,1
1100,2022,May,5,San Luis Obispo,48.0,48.0,0.0,1
1101,2022,May,5,Tulare,25.0,25.0,0.0,1
1102,2022,October,10,Inyo,50.0,50.0,2.0,1
1103,2022,September,9,El Dorado,38394.0,38394.0,46.0,1
1104,2022,September,9,Madera,819.0,819.0,7.0,1
1105,2022,September,9,Modoc,5843.0,5843.0,21.0,1
1106,2022,September,9,Placer,19202.5,38405.0,27.5,2
1107,2022,September,9,San Bernardino,1079.0,1079.0,25.0,1
1108,2022,September,9,San Diego,30.0,30.0,1.0,1
1109,2022,September,9,San Luis Obispo,16.0,16.0,0.0,1
1110,2022,September,9,Siskiyou,2118.0,4236.0,9.0,2
1111,2022,September,9,Tehama,160.0,160.0,8.0,1
1112,2023,August,8,Butte,68.0,68.0,0.0,1
1113,2023,August,8,Del Norte,95107.0,95107.0,94.0,1
1114,2023,August,8,Glenn,109.0,109.0,0.0,1
1115,2023,August,8,Humboldt,50198.0,50198.0,70.0,1
1116,2023,August,8,Kern,1344.0,8064.0,3.5,6
1117,2023,August,8,Riverside,297.5,595.0,0.5,2
1118,2023,August,8,San Benito,75.0,75.0,1.0,1
1119,2023,August,8,San Bernardino,93078.0,93078.0,18.0,1
1120,2023,August,8,San Diego,325.0,650.0,2.5,2
1121,2023,August,8,San Luis Obispo,693.0,693.0,1.0,1
1122,2023,August,8,Santa Barbara,5464.0,5464.0,11.0,1
1123,2023,August,8,Santa Clara,72.0,72.0,7.0,1
1124,2023,August,8,Shasta,28.0,28.0,2.0,1
1125,2023,August,8,Siskiyou,11304.5,22609.0,46.0,2
1126,2023,August,8,Tehama,473.0,473.0,6.0,1
1127,2023,August,8,Trinity,4063.5,8127.0,62.5,2
1128,2023,August,8,Tulare,301.0,301.0,0.0,1
1129,2023,December,12,Kern,181.0,181.0,0.0,1
1130,2023,December,12,Riverside,65.0,65.0,2.0,1
1131,2023,December,12,San Diego,31.5,63.0,1.0,2
1132,2023,December,12,Ventura,2715.0,2715.0,3.0,1
1133,2023,July,7,Alameda,80.0,80.0,1.0,1
1134,2023,July,7,Butte,65.0,65.0,8.0,1
1135,2023,July,7,Calaveras,105.0,105.0,1.0,1
1136,2023,July,7,Colusa,22.0,22.0,3.0,1
1137,2023,July,7,Fresno,15.0,15.0,1.0,1
1138,2023,July,7,Glenn,89.0,89.0,2.0,1
1139,2023,July,7,Kern,1044.0,1044.0,4.0,1
1140,2023,July,7,Los Angeles,168.33333333333334,505.0,5.0,3
1141,2023,July,7,Monterey,196.0,196.0,1.0,1
1142,2023,July,7,Riverside,745.8125,11933.0,2.8125,16
1143,2023,July,7,San Benito,296.0,296.0,3.0,1
1144,2023,July,7,San Bernardino,34.0,34.0,1.0,1
1145,2023,July,7,San Diego,64.0,64.0,3.0,1
1146,2023,July,7,San Luis Obispo,148.0,296.0,2.0,2
1147,2023,June,6,Contra Costa,74.0,74.0,0.0,1
1148,2023,June,6,Fresno,209.25,837.0,0.75,4
1149,2023,June,6,Kern,25.0,25.0,0.0,1
1150,2023,June,6,Lake,21.0,21.0,2.0,1
1151,2023,June,6,Monterey,72.0,72.0,1.0,1
1152,2023,June,6,Napa,103.0,103.0,3.0,1
1153,2023,June,6,Riverside,68.0,68.0,2.0,1
1154,2023,June,6,San Bernardino,589.0,1178.0,5.0,2
1155,2023,June,6,Tehama,32.0,32.0,1.0,1
1156,2023,June,6,Tulare,135.0,135.0,1.0,1
1157,2023,June,6,Tuolumne,37.0,37.0,2.0,1
1158,2023,June,6,Yuba,59.0,59.0,2.0,1
1159,2023,May,5,Fresno,123.0,123.0,0.0,1
1160,2023,May,5,Riverside,237.5,475.0,3.0,2
1161,2023,November,11,Riverside,15.0,15.0,0.0,1
1162,2023,November,11,San Diego,39.0,39.0,5.0,1
1163,2023,November,11,Santa Barbara,211.0,211.0,4.0,1
1164,2023,October,10,Riverside,2487.0,2487.0,8.0,1
1165,2023,October,10,San Diego,24.0,24.0,1.0,1
1166,2023,October,10,San Luis Obispo,183.5,367.0,2.5,2
1167,2023,October,10,Solano,36.0,36.0,3.0,1
1168,2023,September,9,Calaveras,32.0,32.0,2.0,1
1169,2023,September,9,Kern,55.0,55.0,1.0,1
1170,2023,September,9,Lake,28.0,28.0,5.0,1
1171,2023,September,9,Napa,14.0,14.0,1.0,1
