August 2023 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,86.4,4.7,126,81.7
CA-003,Alpine County,California,72.4,-1.5,38,73.9
CA-005,Amador County,California,90.4,1.5,88,88.9
CA-007,Butte County,California,92.9,2.1,100,90.8
CA-009,Calaveras County,California,91,1.1,83,89.9
CA-011,Colusa County,California,95.2,1.6,96,93.6
CA-013,Contra Costa County,California,89.2,4.9,126,84.3
CA-015,Del Norte County,California,80.9,3.1,115,77.8
CA-017,El Dorado County,California,84.9,-0.1,58,85
CA-019,Fresno County,California,86.5,-0.2,53,86.7
CA-021,Glenn County,California,94,2,98,92
CA-023,Humboldt County,California,83.5,4.3,123,79.2
CA-025,Imperial County,California,107.3,3,116,104.3
CA-027,Inyo County,California,91.8,-1.9,18,93.7
CA-029,Kern County,California,92.8,-1,36,93.8
CA-031,Kings County,California,96.3,0.6,72,95.7
CA-033,Lake County,California,88.8,0.5,71,88.3
CA-035,Lassen County,California,82.6,0.1,59,82.5
CA-037,Los Angeles County,California,87.4,-0.1,54,87.5
CA-039,Madera County,California,87.2,-1.1,39,88.3
CA-041,Marin County,California,75.5,4,125,71.5
CA-043,Mariposa County,California,86.9,-0.7,45,87.6
CA-045,Mendocino County,California,84.2,0.9,88,83.3
CA-047,Merced County,California,92.8,0.8,82,92
CA-049,Modoc County,California,82.8,1.2,80,81.6
CA-051,Mono County,California,75.7,-2.1,17,77.8
CA-053,Monterey County,California,87.1,1.7,98,85.4
CA-055,Napa County,California,89.9,2.1,109,87.8
CA-057,Nevada County,California,84.1,0.8,74,83.3
CA-059,Orange County,California,85,1.4,93,83.6
CA-061,Placer County,California,85.2,0.5,68,84.7
CA-063,Plumas County,California,81.4,0.4,62,81
CA-065,Riverside County,California,99.8,1.6,91,98.2
CA-067,Sacramento County,California,95.1,3.2,114,91.9
CA-069,San Benito County,California,89.2,2.1,104,87.1
CA-071,San Bernardino County,California,98.3,0.6,74,97.7
CA-073,San Diego County,California,90.8,1.6,94,89.2
CA-075,San Francisco County,California,73.2,3.4,125,69.8
CA-077,San Joaquin County,California,95,4.2,123,90.8
CA-079,San Luis Obispo County,California,87.5,0.5,65,87
CA-081,San Mateo County,California,76.9,3.6,126,73.3
CA-083,Santa Barbara County,California,83.1,2.1,101,81
CA-085,Santa Clara County,California,86.1,3.7,124,82.4
CA-087,Santa Cruz County,California,81.6,5.1,126,76.5
CA-089,Shasta County,California,90.1,2,94,88.1
CA-091,Sierra County,California,79.4,-0.1,58,79.5
CA-093,Siskiyou County,California,83.6,2.8,101,80.8
CA-095,Solano County,California,91.3,3.3,120,88
CA-097,Sonoma County,California,82.2,2.4,114,79.8
CA-099,Stanislaus County,California,92.9,1.9,105,91
CA-101,Sutter County,California,97,3.1,114,93.9
CA-103,Tehama County,California,91.9,1.5,85,90.4
CA-105,Trinity County,California,88,2.5,107,85.5
CA-107,Tulare County,California,84.2,-1.3,34,85.5
CA-109,Tuolumne County,California,80.4,-0.9,43,81.3
CA-111,Ventura County,California,83.5,0.2,62,83.3
CA-113,Yolo County,California,95.2,2.1,102,93.1
CA-115,Yuba County,California,93.3,2.1,101,91.2
