March 2022 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.68,-2.19,19,2.87
CA-003,Alpine County,California,1.46,-3.64,17,5.1
CA-005,Amador County,California,1.42,-4.19,17,5.61
CA-007,Butte County,California,1.42,-4.92,12,6.34
CA-009,Calaveras County,California,1.3,-4.28,17,5.58
CA-011,Colusa County,California,0.92,-2.12,23,3.04
CA-013,Contra Costa County,California,0.67,-2.09,17,2.76
CA-015,Del Norte County,California,4.78,-5.26,18,10.04
CA-017,El Dorado County,California,1.5,-5.25,11,6.75
CA-019,Fresno County,California,1.58,-1.6,37,3.18
CA-021,Glenn County,California,1.04,-2.48,20,3.52
CA-023,Humboldt County,California,2.66,-5.4,10,8.06
CA-025,Imperial County,California,0.05,-0.32,29,0.37
CA-027,Inyo County,California,0.19,-0.65,23,0.84
CA-029,Kern County,California,1.13,-0.45,63,1.58
CA-031,Kings County,California,1.08,-0.28,65,1.36
CA-033,Lake County,California,1.37,-4.51,12,5.88
CA-035,Lassen County,California,0.75,-1.69,13,2.44
CA-037,Los Angeles County,California,1.29,-1.52,47,2.81
CA-039,Madera County,California,1.71,-2.13,30,3.84
CA-041,Marin County,California,1.04,-3.79,13,4.83
CA-043,Mariposa County,California,1.6,-3.72,18,5.32
CA-045,Mendocino County,California,1.58,-5.45,10,7.03
CA-047,Merced County,California,0.93,-0.96,40,1.89
CA-049,Modoc County,California,0.75,-1.28,10,2.03
CA-051,Mono County,California,0.63,-1.41,20,2.04
CA-053,Monterey County,California,1.41,-1.89,34,3.3
CA-055,Napa County,California,1.03,-3.29,15,4.32
CA-057,Nevada County,California,1.44,-5.97,9,7.41
CA-059,Orange County,California,1.09,-1.33,45,2.42
CA-061,Placer County,California,1.41,-5.37,7,6.78
CA-063,Plumas County,California,1.01,-4.66,7,5.67
CA-065,Riverside County,California,0.35,-0.96,26,1.31
CA-067,Sacramento County,California,1,-1.81,23,2.81
CA-069,San Benito County,California,1.17,-1.64,33,2.81
CA-071,San Bernardino County,California,0.21,-0.75,23,0.96
CA-073,San Diego County,California,1.71,-0.81,63,2.52
CA-075,San Francisco County,California,0.61,-2.87,16,3.48
CA-077,San Joaquin County,California,0.68,-1.52,21,2.2
CA-079,San Luis Obispo County,California,1.16,-1.74,35,2.9
CA-081,San Mateo County,California,1.02,-3.31,17,4.33
CA-083,Santa Barbara County,California,1.64,-1.72,47,3.36
CA-085,Santa Clara County,California,0.91,-2.8,18,3.71
CA-087,Santa Cruz County,California,1.63,-3.4,22,5.03
CA-089,Shasta County,California,1.29,-4.23,8,5.52
CA-091,Sierra County,California,1.06,-5.41,6,6.47
CA-093,Siskiyou County,California,1.72,-2.93,16,4.65
CA-095,Solano County,California,0.65,-2.19,17,2.84
CA-097,Sonoma County,California,1.52,-4.2,15,5.72
CA-099,Stanislaus County,California,0.87,-1.39,28,2.26
CA-101,Sutter County,California,0.84,-1.83,20,2.67
CA-103,Tehama County,California,1.23,-3.78,9,5.01
CA-105,Trinity County,California,1.52,-5.89,7,7.41
CA-107,Tulare County,California,1.72,-1.96,39,3.68
CA-109,Tuolumne County,California,1.47,-4.87,14,6.34
CA-111,Ventura County,California,1.91,-1.85,49,3.76
CA-113,Yolo County,California,1,-1.84,23,2.84
CA-115,Yuba County,California,1.25,-4.27,12,5.52
