September 2021 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,83.3,3.3,112,80
CA-003,Alpine County,California,71.7,4.4,120,67.3
CA-005,Amador County,California,87.7,4.4,119,83.3
CA-007,Butte County,California,90.7,5.9,125,84.8
CA-009,Calaveras County,California,88.7,4.5,121,84.2
CA-011,Colusa County,California,91,3.1,104,87.9
CA-013,Contra Costa County,California,85.4,3.2,115,82.2
CA-015,Del Norte County,California,75.6,2.1,98,73.5
CA-017,El Dorado County,California,82.5,3.6,110,78.9
CA-019,Fresno County,California,84.5,3.8,117,80.7
CA-021,Glenn County,California,90,3.9,116,86.1
CA-023,Humboldt County,California,78.1,2.8,110,75.3
CA-025,Imperial County,California,102.3,2.7,108,99.6
CA-027,Inyo County,California,90,3.8,112,86.2
CA-029,Kern County,California,90.1,3.2,105,86.9
CA-031,Kings County,California,92.4,2.9,108,89.5
CA-033,Lake County,California,85.7,2.7,101,83
CA-035,Lassen County,California,78.2,3.8,109,74.4
CA-037,Los Angeles County,California,86,2.9,101,83.1
CA-039,Madera County,California,85.8,3.9,116,81.9
CA-041,Marin County,California,73.9,2.1,101,71.8
CA-043,Mariposa County,California,85.6,4.5,123,81.1
CA-045,Mendocino County,California,82.8,3.3,114,79.5
CA-047,Merced County,California,90.5,3.9,118,86.6
CA-049,Modoc County,California,77.7,4,107,73.7
CA-051,Mono County,California,75.3,5,126,70.3
CA-053,Monterey County,California,84.6,2,100,82.6
CA-055,Napa County,California,87.7,3.4,112,84.3
CA-057,Nevada County,California,81.7,4.3,113,77.4
CA-059,Orange County,California,83.7,2,91,81.7
CA-061,Placer County,California,82.8,4,114,78.8
CA-063,Plumas County,California,78.7,4.5,111,74.2
CA-065,Riverside County,California,96,3,109,93
CA-067,Sacramento County,California,91.4,4,116,87.4
CA-069,San Benito County,California,86.1,3.1,112,83
CA-071,San Bernardino County,California,95,4,111,91
CA-073,San Diego County,California,88.4,2.9,102,85.5
CA-075,San Francisco County,California,71.2,0.2,72,71
CA-077,San Joaquin County,California,91.2,4.9,124,86.3
CA-079,San Luis Obispo County,California,86.5,3.6,118,82.9
CA-081,San Mateo County,California,75.6,2,104,73.6
CA-083,Santa Barbara County,California,80.5,2.3,99,78.2
CA-085,Santa Clara County,California,83.4,3.3,117,80.1
CA-087,Santa Cruz County,California,79.5,3.2,113,76.3
CA-089,Shasta County,California,86,4.8,113,81.2
CA-091,Sierra County,California,77.3,4.2,112,73.1
CA-093,Siskiyou County,California,76.6,2.7,95,73.9
CA-095,Solano County,California,88.1,3.3,113,84.8
CA-097,Sonoma County,California,80.5,2,98,78.5
CA-099,Stanislaus County,California,89.8,3.9,118,85.9
CA-101,Sutter County,California,93.4,4.7,121,88.7
CA-103,Tehama County,California,88,4,111,84
CA-105,Trinity County,California,82.1,3.3,101,78.8
CA-107,Tulare County,California,81,2.1,88,78.9
CA-109,Tuolumne County,California,79.9,4.9,127,75.1
CA-111,Ventura County,California,81.3,2,87,79.3
CA-113,Yolo County,California,91.7,3.6,114,88.1
CA-115,Yuba County,California,90.4,4.6,117,85.8
