January 2021 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,59.1,4.7,123,54.4
CA-003,Alpine County,California,42.7,3.7,107,39
CA-005,Amador County,California,54.1,2.3,104,51.8
CA-007,Butte County,California,56.1,4.9,114,51.2
CA-009,Calaveras County,California,55.5,3.3,112,52.2
CA-011,Colusa County,California,57.5,4.2,118,53.3
CA-013,Contra Costa County,California,58.5,5,123,53.5
CA-015,Del Norte County,California,48,3.5,107,44.5
CA-017,El Dorado County,California,50.8,2.4,100,48.4
CA-019,Fresno County,California,53.1,4.2,119,49
CA-021,Glenn County,California,56.1,4.2,112,51.9
CA-023,Humboldt County,California,50.4,3.1,106,47.3
CA-025,Imperial County,California,70,3.1,101,66.9
CA-027,Inyo County,California,54.7,2.6,94,52.1
CA-029,Kern County,California,59,4.4,120,54.6
CA-031,Kings County,California,60.6,6.3,126,54.3
CA-033,Lake County,California,53.8,2.6,101,51.2
CA-035,Lassen County,California,42.9,3.7,108,39.2
CA-037,Los Angeles County,California,62,4.3,107,57.7
CA-039,Madera County,California,53.6,4.1,113,49.5
CA-041,Marin County,California,58.7,5.3,125,53.4
CA-043,Mariposa County,California,52.9,3,104,49.9
CA-045,Mendocino County,California,53.8,2.3,102,51.5
CA-047,Merced County,California,58.9,5.5,124,53.4
CA-049,Modoc County,California,42.3,4.3,106,38
CA-051,Mono County,California,42.9,3.5,100,39.4
CA-053,Monterey County,California,62.7,4.3,115,58.4
CA-055,Napa County,California,58.8,5.2,122,53.6
CA-057,Nevada County,California,48.5,1.7,82,46.8
CA-059,Orange County,California,68.3,4.3,113,64
CA-061,Placer County,California,50,2.4,96,47.6
CA-063,Plumas County,California,44.2,3.5,105,40.7
CA-065,Riverside County,California,65.2,3.4,103,61.8
CA-067,Sacramento County,California,58.9,5.3,123,53.6
CA-069,San Benito County,California,59.5,4.3,117,55.2
CA-071,San Bernardino County,California,60.3,3.3,105,57
CA-073,San Diego County,California,65,4,105,61
CA-075,San Francisco County,California,58.6,4,120,54.6
CA-077,San Joaquin County,California,60.2,7.1,127,53.1
CA-079,San Luis Obispo County,California,62.1,4.1,118,58
CA-081,San Mateo County,California,59.5,3.6,118,55.9
CA-083,Santa Barbara County,California,63.3,5,118,58.3
CA-085,Santa Clara County,California,58.5,3.9,119,54.6
CA-087,Santa Cruz County,California,61.6,4.4,120,57.2
CA-089,Shasta County,California,48.8,1.7,83,47.1
CA-091,Sierra County,California,44.2,2.9,95,41.3
CA-093,Siskiyou County,California,42.7,2.7,94,40
CA-095,Solano County,California,59.8,6,123,53.8
CA-097,Sonoma County,California,58.6,4.3,122,54.3
CA-099,Stanislaus County,California,58.3,5.3,123,53
CA-101,Sutter County,California,59,5.4,124,53.6
CA-103,Tehama County,California,53.3,2.9,102,50.4
CA-105,Trinity County,California,46.5,2.6,97,43.9
CA-107,Tulare County,California,51.3,3.2,110,48.1
CA-109,Tuolumne County,California,49,3.5,110,45.5
CA-111,Ventura County,California,60.6,4.1,107,56.5
CA-113,Yolo County,California,59.6,5.7,123,53.9
CA-115,Yuba County,California,56.1,3.7,112,52.4
