November 2021 California County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,65.3,2.4,105,62.9
CA-003,Alpine County,California,53.7,6.6,124,47.1
CA-005,Amador County,California,64.4,3.4,106,61
CA-007,Butte County,California,63.6,2.6,98,61
CA-009,Calaveras County,California,65.5,4.1,110,61.4
CA-011,Colusa County,California,64.5,1.1,78,63.4
CA-013,Contra Costa County,California,65.2,2,95,63.2
CA-015,Del Norte County,California,53.9,3.2,112,50.7
CA-017,El Dorado County,California,60.8,4.1,112,56.7
CA-019,Fresno County,California,62,3.3,106,58.7
CA-021,Glenn County,California,63.8,2.5,94,61.3
CA-023,Humboldt County,California,57.1,3.3,113,53.8
CA-025,Imperial County,California,84.5,8.3,129,76.2
CA-027,Inyo County,California,69.4,7.8,127,61.6
CA-029,Kern County,California,68.9,4.6,120,64.3
CA-031,Kings County,California,66.9,1.2,75,65.7
CA-033,Lake County,California,62.3,3.3,102,59
CA-035,Lassen County,California,53.4,5.1,117,48.3
CA-037,Los Angeles County,California,72.9,6.8,126,66.1
CA-039,Madera County,California,62.5,3.2,103,59.3
CA-041,Marin County,California,62.9,1.8,91,61.1
CA-043,Mariposa County,California,63.9,4.9,115,59
CA-045,Mendocino County,California,60.8,2.2,98,58.6
CA-047,Merced County,California,65.6,1.5,79,64.1
CA-049,Modoc County,California,53.6,6.2,118,47.4
CA-051,Mono County,California,56.1,7.1,127,49
CA-053,Monterey County,California,71.4,4.9,119,66.5
CA-055,Napa County,California,65.2,2.2,91,63
CA-057,Nevada County,California,59.2,3.9,108,55.4
CA-059,Orange County,California,77.1,5.8,126,71.3
CA-061,Placer County,California,60.5,3.9,110,56.6
CA-063,Plumas County,California,53.8,4.2,113,49.6
CA-065,Riverside County,California,79.5,8.4,129,71.1
CA-067,Sacramento County,California,65.4,0.6,69,64.8
CA-069,San Benito County,California,68,4.3,114,63.7
CA-071,San Bernardino County,California,75,8.4,128,66.6
CA-073,San Diego County,California,76.8,7.4,129,69.4
CA-075,San Francisco County,California,64,2.2,99,61.8
CA-077,San Joaquin County,California,66.3,2.1,89,64.2
CA-079,San Luis Obispo County,California,72.1,6.2,123,65.9
CA-081,San Mateo County,California,66.4,3.7,118,62.7
CA-083,Santa Barbara County,California,71.6,6.2,126,65.4
CA-085,Santa Clara County,California,67.1,4.3,116,62.8
CA-087,Santa Cruz County,California,69.6,5.5,121,64.1
CA-089,Shasta County,California,58.9,3.1,103,55.8
CA-091,Sierra County,California,54.9,4.8,116,50.1
CA-093,Siskiyou County,California,51.5,3.6,109,47.9
CA-095,Solano County,California,64.7,0.3,68,64.4
CA-097,Sonoma County,California,64.1,1.8,89,62.3
CA-099,Stanislaus County,California,65.5,2,85,63.5
CA-101,Sutter County,California,65.2,0.3,70,64.9
CA-103,Tehama County,California,62.2,3.2,102,59
CA-105,Trinity County,California,54.8,3.2,107,51.6
CA-107,Tulare County,California,61.7,4.4,119,57.3
CA-109,Tuolumne County,California,59.5,5.5,120,54
CA-111,Ventura County,California,70.3,5.8,121,64.5
CA-113,Yolo County,California,65.3,0.7,74,64.6
CA-115,Yuba County,California,65.2,2.4,98,62.8
