March 2013 California County Precipitation
Units: Inches
Missing: -99
Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
CA-001,Alameda County,California,0.63,-2.24,17,2.87
CA-003,Alpine County,California,2.56,-2.54,36,5.1
CA-005,Amador County,California,2.89,-2.72,34,5.61
CA-007,Butte County,California,2.57,-3.77,24,6.34
CA-009,Calaveras County,California,2.75,-2.83,29,5.58
CA-011,Colusa County,California,1.51,-1.53,34,3.04
CA-013,Contra Costa County,California,0.6,-2.16,16,2.76
CA-015,Del Norte County,California,5.82,-4.22,30,10.04
CA-017,El Dorado County,California,3.2,-3.55,31,6.75
CA-019,Fresno County,California,0.86,-2.32,18,3.18
CA-021,Glenn County,California,1.33,-2.19,27,3.52
CA-023,Humboldt County,California,4.27,-3.79,28,8.06
CA-025,Imperial County,California,0.05,-0.32,29,0.37
CA-027,Inyo County,California,0.3,-0.54,42,0.84
CA-029,Kern County,California,0.65,-0.93,35,1.58
CA-031,Kings County,California,0.85,-0.51,52,1.36
CA-033,Lake County,California,3.02,-2.86,37,5.88
CA-035,Lassen County,California,0.69,-1.75,12,2.44
CA-037,Los Angeles County,California,0.75,-2.06,32,2.81
CA-039,Madera County,California,1.19,-2.65,20,3.84
CA-041,Marin County,California,1.3,-3.53,19,4.83
CA-043,Mariposa County,California,2.03,-3.29,23,5.32
CA-045,Mendocino County,California,3.63,-3.4,34,7.03
CA-047,Merced County,California,0.58,-1.31,22,1.89
CA-049,Modoc County,California,0.62,-1.41,7,2.03
CA-051,Mono County,California,0.58,-1.46,18,2.04
CA-053,Monterey County,California,0.81,-2.49,18,3.3
CA-055,Napa County,California,1.33,-2.99,20,4.32
CA-057,Nevada County,California,3.37,-4.04,25,7.41
CA-059,Orange County,California,0.68,-1.74,29,2.42
CA-061,Placer County,California,3.14,-3.64,30,6.78
CA-063,Plumas County,California,2.37,-3.3,23,5.67
CA-065,Riverside County,California,0.35,-0.96,26,1.31
CA-067,Sacramento County,California,1.45,-1.36,33,2.81
CA-069,San Benito County,California,0.52,-2.29,15,2.81
CA-071,San Bernardino County,California,0.34,-0.62,35,0.96
CA-073,San Diego County,California,1.15,-1.37,35,2.52
CA-075,San Francisco County,California,0.8,-2.68,17,3.48
CA-077,San Joaquin County,California,0.9,-1.3,27,2.2
CA-079,San Luis Obispo County,California,0.73,-2.17,24,2.9
CA-081,San Mateo County,California,1.23,-3.1,20,4.33
CA-083,Santa Barbara County,California,0.89,-2.47,33,3.36
CA-085,Santa Clara County,California,0.99,-2.72,19,3.71
CA-087,Santa Cruz County,California,1.49,-3.54,20,5.03
CA-089,Shasta County,California,3.15,-2.37,36,5.52
CA-091,Sierra County,California,2.62,-3.85,25,6.47
CA-093,Siskiyou County,California,2.64,-2.01,32,4.65
CA-095,Solano County,California,0.73,-2.11,18,2.84
CA-097,Sonoma County,California,2.33,-3.39,30,5.72
CA-099,Stanislaus County,California,0.86,-1.4,27,2.26
CA-101,Sutter County,California,1.67,-1,44,2.67
CA-103,Tehama County,California,2.22,-2.79,27,5.01
CA-105,Trinity County,California,4.38,-3.03,40,7.41
CA-107,Tulare County,California,0.86,-2.82,17,3.68
CA-109,Tuolumne County,California,2.68,-3.66,26,6.34
CA-111,Ventura County,California,1.19,-2.57,37,3.76
CA-113,Yolo County,California,1.25,-1.59,29,2.84
CA-115,Yuba County,California,2.86,-2.66,31,5.52
